0,1,1,,1,E-,I,intro,i1,Theme a
1,1,1,,2,E-,V,,,
2,2,2,,1,E-,vi,,,
4,3,3,,1,E-,viio43/ii,,,
5,3,3,,2,c,V6/VII,,,
5.5,3,3,,2.5,c,Fr43,,,
6,4,4,,1,c,i64,,,
6.5,4,4,,1.5,c,vii65/V,,,
7,4,4,,2,c,V,,,
8,5,5,,1,c,i64,,,
8.5,5,5,,1.5,c,vii65/V,,,
9,5,5,,2,c,V,,,
9.5,5,5,,2.5,E-,iii,,,
10,6,6,,1,E-,V43,,,
10.5,6,6,,1.5,E-,I,,,
11,6,6,,2,E-,V6,,,
11.5,6,6,,2.5,E-,V7,,,
12,7,7,,1,E-,viio43/ii,intro,i1,Theme a'
13,7,7,,2,E-,V7,,,
14,8,8,,1,e-,VI,,,
16,9,9,,1,e-,V43/VI,,,
17,9,9,,2,e-,VI,,,
17.5,9,9,,2.5,e-,i64,,,
18,10,10,,1,e-,viio7/V,,,
19,10,10,,2,e-,V,,,
19.5,10,10,,2.5,a-,ii¿64,,,
20,11,11,,1,a-,viio7,,,
20.5,11,11,,1.5,a-,V65,,,
21,11,11,,2,a-,i,,,
21.5,11,11,,2.5,e-,i6,,,
22,12,12,,1,e-,V43,,,
23.25,12,12,,2.25,None,None,intro,i1,Theme b
23.5,12,12,,2.5,e-,i,,,
24,13,13,,1,e-,V6,,,
25.5,13,13,,2.5,e-,i,,,
26,14,14,,1,e-,V6,,,
27.5,14,14,,2.5,e-,V42/iv,,,
27.75,14,14,,2.75,e-,iv6,,,
29.25,15,15,,2.25,e-,V6,,,
29.5,15,15,,2.5,e-,V42/iv,,,
29.75,15,15,,2.75,E-,IV6,,,
32,17,17,,1,E-,IV6,Exposition,First Subject Group,Theme c
35,17,17,,4,E-,V65/vi,,,
36,18,18,,1,E-,viio6/IV,,,
37,18,18,,2,E-,V6/V,,,
38,18,18,,3,E-,ii6,,,
39,18,18,,4,E-,I6,,,
40,19,19,,1,E-,V43,,,
43,19,19,,4,E-,I,,,
44,20,20,,1,E-,V6,,,
45,20,20,,2,E-,vi7,Exposition,First Subject Group,Theme d
46,20,20,,3,E-,V7,,,
48,21,21,,1,E-,I,,,
52,22,22,,1,E-,V43,,,
56,23,23,,1,E-,I6,,,
60,24,24,,1,E-,V42,,,
62,24,24,,3,E-,V,,,
64,25,25,,1,E-,I,Exposition,Transition,Theme d'
68,26,26,,1,E-,V43,,,
72,27,27,,1,E-,I6,,,
76,28,28,,1,E-,ii65,,,
78,28,28,,3,E-,V65/V,,,
80,29,29,,1,E-,V7,Exposition,Transition,Theme e
84,30,30,,1,E-,I6,,,
88,31,31,,1,E-,V7,,,
96,33,33,,1,E-,V65/vi,,,
98,33,33,,3,E-,vi6,,,
100,34,34,,1,B-,V42/V,,,
102,34,34,,3,B-,V6,,,
104,35,35,,1,B-,ii¿43,Exposition,Transition,Theme f
108,36,36,,1,B-,ii¿65,,,
112,37,37,,1,B-,ii¿43,,,
116,38,38,,1,B-,V65/V,,,
120,39,39,,1,B-,ii¿7,,,
124,40,40,,1,B-,iii65,,,
128,41,41,,1,B-,V7,,,
130,41,41,,3,B-,I64,,,
132,42,42,,1,B-,V,,,
134,42,42,,3,B-,I64,,,
136,43,43,,1,B-,ii¿7,,,
140,44,44,,1,B-,iii65,,,
144,45,45,,1,B-,V7,,,
146,45,45,,3,B-,I64,,,
148,46,46,,1,B-,V7,,,
164,50,50,,1,B-,I,Exposition,Second Subject Group,Theme g
165,50,50,,2,B-,viio/iii,,,
167,50,50,,4,B-,I,,,
169,51,51,,2,B-,viio42,,,
171,51,51,,4,B-,I,,,
174,52,52,,3,B-,IV,,,
175,52,52,,4,B-,I,,,
176,53,53,,1,B-,I64,,,
177,53,53,,2,B-,V7,,,
178,53,53,,3,B-,I64,,,
179,53,53,,4,B-,V,,,
180,54,54,,1,B-,I,Exposition,Second Subject Group,Theme g
181,54,54,,2,B-,viio/iii,,,
183,54,54,,4,B-,I,,,
185,55,55,,2,B-,viio42,,,
187,55,55,,4,B-,I,,,
190,56,56,,3,B-,IV,,,
191,56,56,,4,B-,I,,,
192,57,57,,1,B-,I64,,,
193,57,57,,2,B-,V7,,,
194,57,57,,3,B-,I64,,,
195,57,57,,4,B-,V,,,
196,58,58,,1,B-,I,Exposition,Coda,Theme h
200,59,59,,1,B-,V7,,,
204,60,60,,1,B-,I,,,
208,61,61,,1,B-,V7,,,
212,62,62,,1,B-,I,,,
227,65,65,,4,None,None,Exposition,Coda,Theme i
228,66,66,,1,B-,V7IV,,,
232,67,67,,1,B-,IV,,,
236,68,68,,1,B-,I6,,,
240,69,69,,1,E-,V42/IV,,,
244,70,=,17,1,,,,,
247,70,=,17,4,,,,,
248,71,=,18,1,,,,,
249,71,=,18,2,,,,,
250,71,=,18,3,,,,,
251,71,=,18,4,,,,,
252,72,=,19,1,,,,,
255,72,=,19,4,,,,,
256,73,=,20,1,,,,,
257,73,=,20,2,,,,,
258,73,=,20,3,,,,,
260,74,=,21,1,,,,,
264,75,=,22,1,,,,,
268,76,=,23,1,,,,,
272,77,=,24,1,,,,,
274,77,=,24,3,,,,,
276,78,=,25,1,,,,,
280,79,=,26,1,,,,,
284,80,=,27,1,,,,,
288,81,=,28,1,,,,,
290,81,=,28,3,,,,,
292,82,=,29,1,,,,,
296,83,=,30,1,,,,,
300,84,=,31,1,,,,,
308,86,=,33,1,,,,,
310,86,=,33,3,,,,,
312,87,=,34,1,,,,,
314,87,=,34,3,,,,,
