-1,0,0,,1,E,I,P1,A,Theme a
1,1,1,,2,E,vi,,,
2,2,2,,1,E,iii6,,,
3,2,2,,2,E,IV,,,
4,3,3,,1,E,I6,,,
5,3,3,,2,E,V7,,,
6,4,4,,1,E,I,,,
7,4,4,,2,None,None,P1,A,Theme a'
8,5,5,,1,E,V6,,,
9,5,5,,2,B,V43,,,
10,6,6,,1,B,I,,,
11,6,6,,2,B,I64,,,
12,7,7,,1,B,IV6,,,
13,7,7,,2,B,IV,,,
14,8,8,,1,B,I64,,,
15,8,8,,2,B,V,,,
16,9,9,,1,c#,viio42,P1,B,Theme b
17.5,9,9,,2.5,c#,viio7,,,
18,9,9,,3,c#,i,,,
18.25,9,9,,3.25,None,None,P1,B,Theme b
19,10,10,,1,c#,i6,,,
20.5,10,10,,2.5,B,viio7,,,
21,10,10,,3,B,I,,,
21.25,10,10,,3.25,None,None,P1,B,Theme b'
22,11,11,,1,B,I6,,,
22.5,11,11,,1.5,B,IV6,,,
23,11,11,,2,B,I64,,,
24,11,11,,3,B,V,,,
24.5,11,11,,3.5,B,viio43/ii,,,
25,12,12,,1,None,None,P1,B,Theme c
28,13,13,,1,B,V/vi,P1,B,Theme c'
31,14,14,,1,B,I6,P1,B,Theme d
31.75,14,14,,1.75,B,IV6,,,
32.25,14,14,,2.25,B,I64,,,
34,15,15,,1,B,I,,,
34.25,15,15,,1.25,B,V7,,,
35,15,15,,2,B,I,,,
39,16,15a,,3,B,I6,P1,A,Theme a''
40,17,16,,1,B,V64,,,
41,17,16,,2,c#,i6,,,
42,18,17,,1,c#,V64,,,
43,18,17,,2,c#,viio43,,,
44,19,18,,1,c#,i6,,,
45,19,18,,2,c#,V43,,,
46,20,19,,1,c#,i,,,
47,20,19,,2,c#,V42,,,
48,21,20,,1,c#,i,,,
49,21,20,,2,c#,iv6,,,
50,22,21,,1,c#,V,,,
51,22,21,,2,g#,V6,P1,A,Theme d
52,23,22,,1,g#,i,,,
53,23,22,,2,g#,V43,,,
54,24,23,,1,g#,i6,,,
55,24,23,,2,g#,viio43,,,
56,25,24,,1,g#,viio7/V,,,
58,26,25,,1,g#,V,,,
59,26,25,,2,None,None,P1,A,Theme e
60,27,26,,1,g#,i,,,
61,27,26,,2,g#,V,,,
62,28,27,,1,g#,i,,,
63,28,27,,2,g#,V,P1,A,Theme e
64,29,28,,1,g#,i,,,
65,29,28,,2,B,V,,,
66,30,29,,1,B,I,,,
67,30,29,,2,B,V,P1,A,Theme e
68,31,30,,1,B,I,,,
69,31,30,,2,d#,V,,,
70,32,31,,1,d#,i,,,
71,32,31,,2,d#,V,P1,A,Theme e'
72,33,32,,1,d#,i,,,
73,33,32,,2,B,V/V,,,
74,34,33,,1,B,V,,,
75,34,33,,2,B,I64,,,
76,35,34,,1,B,vi42,P1,A,Theme e'
77,35,34,,2,B,V,,,
78,36,35,,1,B,I64,,,
79,36,35,,2,E,V/V,,,
80,37,36,,1,E,V,,,
81,37,36,,2,E,I64,P1,A,Theme e''
82,38,37,,1,E,vi42,,,
83,38,37,,2,E,V,,,
84,39,38,,1,E,I64,,,
85,39,38,,2,E,V,P1,A,Theme e''
86,40,39,,1,E,V42,,,
87,40,39,,2,E,I6,,,
88,41,40,,1,E,V43,,,
89,41,40,,2,E,I,P1,A,Theme e
90,42,41,,1,E,viio7,,,
91,42,41,,2,E,viio65/V,,,
92,43,42,,1,E,V,,,
93,43,42,,2,E,viio/ii,P1,A,Theme e'''
94,44,43,,1,E,V43,,,
95,44,43,,2,E,V6,,,
96,45,44,,1,E,V,,,
