COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Beethoven, Ludwig van",Op018 No2,2,70,V+6,G major
"Beethoven, Ludwig van",Op018 No2,3,32,I+6,G major
"Beethoven, Ludwig van",Op018 No2,3,36,I+6,G major
"Beethoven, Ludwig van",Op018 No3,1,249,I+6,Eb major
"Beethoven, Ludwig van",Op018 No3,1,250,I+,Eb major
"Beethoven, Ludwig van",Op018 No3,3,1,I+,D major
"Beethoven, Ludwig van",Op018 No3,3,13,I+,G major
"Beethoven, Ludwig van",Op018 No3,3,16,V+6,G major
"Beethoven, Ludwig van",Op018 No3,3,22,I+6,D major
"Beethoven, Ludwig van",Op018 No3,3,23,I+6,D major
"Beethoven, Ludwig van",Op018 No3,3,99,I+,D major
"Beethoven, Ludwig van",Op018 No3,3,107,I+,D major
"Beethoven, Ludwig van",Op018 No3,3,119,I+,G major
"Beethoven, Ludwig van",Op018 No3,3,122,V+6,G major
"Beethoven, Ludwig van",Op018 No3,3,128,I+6,D major
"Beethoven, Ludwig van",Op018 No3,3,129,I+6,D major
"Beethoven, Ludwig van",Op018 No4,1,58,IV+,Eb major
"Beethoven, Ludwig van",Op018 No4,1,182,IV+,C major
"Beethoven, Ludwig van",Op018 No4,2,65,V+65/IV,G major
"Beethoven, Ludwig van",Op018 No4,2,213,V+65,C major
"Beethoven, Ludwig van",Op018 No4,4,38,I+6,Ab major
"Beethoven, Ludwig van",Op018 No6,3,12,IV+6,F major
"Beethoven, Ludwig van",Op018 No6,3,30,I+,Bb major
"Beethoven, Ludwig van",Op018 No6,3,31,I+,Bb major
"Beethoven, Ludwig van",Op059 No1,4,174,V+,Bb major
"Beethoven, Ludwig van",Op059 No1,4,175,V+,Bb major
"Beethoven, Ludwig van",Op059 No1,4,175,V+,Bb major
"Beethoven, Ludwig van",Op059 No1,4,176,V+,Bb major
"Beethoven, Ludwig van",Op059 No1,4,176,V+,Bb major
"Beethoven, Ludwig van",Op059 No3,4,347,I+,C minor
"Beethoven, Ludwig van",Op074,2,127,IV+,Ab major
"Beethoven, Ludwig van",Op074,2,145,IV+,Ab major
"Beethoven, Ludwig van",Op074,4,128,I+6,Eb major
"Beethoven, Ludwig van",Op095,1,41,I+,Db major
"Beethoven, Ludwig van",Op095,1,42,I+,Db major
"Beethoven, Ludwig van",Op095,1,52,I+,Db major
"Beethoven, Ludwig van",Op095,1,53,I+,Db major
"Beethoven, Ludwig van",Op127,1,18,I+6,Eb major
"Beethoven, Ludwig van",Op127,1,170,I+6,Eb major
"Beethoven, Ludwig van",Op127,1,211,I+6,Eb major
"Beethoven, Ludwig van",Op127,1,212,IV+,Eb major
"Beethoven, Ludwig van",Op127,1,219,I+6,Eb major
"Beethoven, Ludwig van",Op127,1,220,IV+,Eb major
"Beethoven, Ludwig van",Op127,1,221,IV+,Eb major
"Beethoven, Ludwig van",Op127,1,274,I+6,Eb major
"Beethoven, Ludwig van",Op127,3,130,V+6,Eb major
"Beethoven, Ludwig van",Op127,4,94,I+6,Eb major
"Beethoven, Ludwig van",Op127,4,95,I+,Eb major
"Beethoven, Ludwig van",Op127,4,96,I+64,Eb major
"Beethoven, Ludwig van",Op127,4,103,I+6,Eb major
"Beethoven, Ludwig van",Op127,4,140,V+65/IV,Ab major
"Beethoven, Ludwig van",Op127,4,166,IV+6,Ab major
"Beethoven, Ludwig van",Op127,4,177,I+6,Ab major
"Beethoven, Ludwig van",Op127,4,271,I+6,Eb major
"Beethoven, Ludwig van",Op127,4,273,I+64,Eb major
"Beethoven, Ludwig van",Op127,4,275,I+6,Eb major
"Beethoven, Ludwig van",Op127,4,288,I+64,Eb major
"Beethoven, Ludwig van",Op130,1,37,V+6,Bb major
"Beethoven, Ludwig van",Op130,1,39,V+6,Bb major
"Beethoven, Ludwig van",Op130,1,142,III+64/vi,Eb major
"Beethoven, Ludwig van",Op130,1,145,I+,Eb major
"Beethoven, Ludwig van",Op130,1,164,I+6,Db major
"Beethoven, Ludwig van",Op130,1,168,I+,Db major
"Beethoven, Ludwig van",Op130,1,221,IV+6,Bb major
"Beethoven, Ludwig van",Op130,1,221,IV+6,Bb major
"Beethoven, Ludwig van",Op130,1,223,V+,Bb major
"Beethoven, Ludwig van",Op130,1,223,V+,Bb major
"Beethoven, Ludwig van",Op130,3,72,VI+,D minor
"Beethoven, Ludwig van",Op130,6,440,V+6/vi,Bb major
"Beethoven, Ludwig van",Op131,1,14,bII+,C# minor
"Beethoven, Ludwig van",Op131,1,17,bII+6,C# minor
