COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Beethoven, Ludwig van",Op018 No1,1,99,Ger6/vi,C major
"Beethoven, Ludwig van",Op018 No1,1,209,Ger6,F minor
"Beethoven, Ludwig van",Op018 No1,1,260,Ger6/vi,F major
"Beethoven, Ludwig van",Op018 No1,1,303,It6,F major
"Beethoven, Ludwig van",Op018 No1,1,309,Fr6,F major
"Beethoven, Ludwig van",Op018 No1,2,16,Ger6,F major
"Beethoven, Ludwig van",Op018 No1,2,21,Ger6,F major
"Beethoven, Ludwig van",Op018 No1,2,33,Ger6,F major
"Beethoven, Ludwig van",Op018 No1,2,37,Ger6,F major
"Beethoven, Ludwig van",Op018 No1,2,83,Ger6,D major
"Beethoven, Ludwig van",Op018 No1,2,87,Ger6,D major
"Beethoven, Ludwig van",Op018 No1,4,108,Ger6,D minor
"Beethoven, Ludwig van",Op018 No1,4,210,Ger6,F minor
"Beethoven, Ludwig van",Op018 No1,4,212,Ger6,G minor
"Beethoven, Ludwig van",Op018 No2,1,50,Ger6,B minor
"Beethoven, Ludwig van",Op018 No2,1,167,Ger6,E minor
"Beethoven, Ludwig van",Op018 No2,1,168,Ger6,E minor
"Beethoven, Ludwig van",Op018 No2,1,202,Ger6,E minor
"Beethoven, Ludwig van",Op018 No2,2,21,Ger6,C major
"Beethoven, Ludwig van",Op018 No2,2,79,Ger6,C major
"Beethoven, Ludwig van",Op018 No2,3,48,It6,C major
"Beethoven, Ludwig van",Op018 No2,4,154,Ger6,F minor
"Beethoven, Ludwig van",Op018 No2,4,162,Ger6,C minor
"Beethoven, Ludwig van",Op018 No2,4,228,It6,G major
"Beethoven, Ludwig van",Op018 No2,4,230,It6,G major
"Beethoven, Ludwig van",Op018 No2,4,232,It6,G major
"Beethoven, Ludwig van",Op018 No2,4,233,It6,G major
"Beethoven, Ludwig van",Op018 No2,4,350,Ger6,G major
"Beethoven, Ludwig van",Op018 No2,4,351,Ger6,G major
"Beethoven, Ludwig van",Op018 No3,1,45,Ger6,A minor
"Beethoven, Ludwig van",Op018 No3,1,46,Ger6,A minor
"Beethoven, Ludwig van",Op018 No3,1,47,Ger6,A minor
"Beethoven, Ludwig van",Op018 No3,1,48,Ger6,A minor
"Beethoven, Ludwig van",Op018 No3,1,49,Ger6,A minor
"Beethoven, Ludwig van",Op018 No3,1,50,Ger6,A minor
"Beethoven, Ludwig van",Op018 No3,1,149,Ger6,F# minor
"Beethoven, Ludwig van",Op018 No3,1,151,It6,F# minor
"Beethoven, Ludwig van",Op018 No3,1,153,It6,F# minor
