COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,2,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,6,viio4/3/V,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,8,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,10,V7/N,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,16,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,19,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,24,V/V,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,33,V7/IV,A minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,35,V7/V,A minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,50,viio7/V,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,53,V6/5/vi,Bb minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,56,V7/IV,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,58,V6/5/V,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,66,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,70,viio4/3/V,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,72,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,74,V7/N,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,82,viio4/3/ii,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,86,V6/5/IV,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,91,V6/5/V,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,97,V7/IV,Db major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,103,viio7/V,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,106,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,111,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,116,V/V,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,123,V7/IV,A minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,125,V7/V,A minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,143,viio7/ii,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,144,V7/IV,F major
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,146,V7/IV,F major
"Haydn, Franz Joseph",Symphony 104,1,54,viio43/ii,A major
"Haydn, Franz Joseph",Symphony 104,1,55,viio43/ii,A major
"Haydn, Franz Joseph",Symphony 104,1,56,V65/V,A major
"Haydn, Franz Joseph",Symphony 104,1,77,V7/V,A major
"Haydn, Franz Joseph",Symphony 104,1,91,V65/V,A major
"Haydn, Franz Joseph",Symphony 104,1,108,V7/vi,A major
"Haydn, Franz Joseph",Symphony 104,1,110,V7/V,A major
"Haydn, Franz Joseph",Symphony 104,1,136,viio7/V,E minor
"Haydn, Franz Joseph",Symphony 104,1,177,viio7/V,B minor
"Haydn, Franz Joseph",Symphony 104,1,183,V65/ii,D major
"Haydn, Franz Joseph",Symphony 104,1,184,viio/V,D major
"Haydn, Franz Joseph",Symphony 104,1,204,viio6/V,D major
"Haydn, Franz Joseph",Symphony 104,1,225,V7/V,D major
"Haydn, Franz Joseph",Symphony 104,1,238,viio65/ii,D major
"Haydn, Franz Joseph",Symphony 104,1,239,viio65/ii,D major
"Haydn, Franz Joseph",Symphony 104,1,254,viio43/V,D major
