0,1,1,,1,D,I,,,
3,2,2,,1,D,V7/IV,,,
6,3,3,,1,D,IV6,,,
12,5,5,,1,D,ii7,,,
15,6,6,,1,D,V65,,,
18,7,7,,1,D,I,,,
21,8,8,,1,D,I6,,,
24,9,9,,1,D,V7,,,
27,10,10,,1,D,I,,,
30,11,11,,1,None,None,Exposition,First Subject Group,Theme a
33,12,12,,1,D,V7/IV,,,
36,13,13,,1,D,IV,,,
39,14,14,,1,D,IV6,,,
42,15,15,,1,D,ii7,,,
45,16,16,,1,D,V65,,,
48,17,17,,1,D,I,,,
51,18,18,,1,D,I6,,,
54,19,19,,1,D,V7,,,
57,20,20,,1,D,I,,,
60,21,21,,1,D,I6,Exposition,First Subject Group,Theme b
64,22,22,,2,D,ii,,,
65,22,22,,3,D,V43/IV,,,
66,23,23,,1,D,IV6,,,
71,24,24,,3,D,V43/IV,,,
72,25,25,,1,D,IV,,,
74,25,25,,3,D,V65/V,,,
75,26,26,,1,D,V,,,
77,26,26,,3,D,V7,,,
78,27,27,,1,D,I,,,
78.5,27,27,,1.5,None,None,Exposition,First Subject Group,Theme b
83,28,28,,3,D,V7,,,
84,29,29,,1,D,I6,,,
88,30,30,,2,D,ii,,,
89,30,30,,3,D,I64,,,
90,31,31,,1,D,IV6,,,
95,32,32,,3,D,I64,,,
96,33,33,,1,D,ii65,,,
98,33,33,,3,D,V65/V,,,
99,34,34,,1,D,V,,,
101,34,34,,3,D,V7,,,
102,35,35,,1,D,I,,,
102.5,35,35,,1.5,None,None,Exposition,First Subject Group,Theme b'
107,36,36,,3,D,I6,,,
108,37,37,,1,D,ii65,,,
110,37,37,,3,D,V65/V,,,
111,38,38,,1,D,V,,,
113,38,38,,3,D,V7,,,
114,39,39,,1,D,I,,,
117,40,40,,1,A,ii65,Exposition,Transition,Theme c
120,41,41,,1,A,I6,,,
123,42,42,,1,A,V43,,,
126,43,43,,1,A,I,,,
129,44,44,,1,E,ii65,Exposition,Transition,Theme c
132,45,45,,1,E,I6,,,
135,46,46,,1,E,V43,,,
138,47,47,,1,E,I,,,
141,48,48,,1,A,ii65,Exposition,Transition,Theme c'
144,49,49,,1,A,I6,,,
147,50,50,,1,A,V43,,,
150,51,51,,1,A,I,,,
153,52,52,,1,E,ii65,Exposition,Transition,Theme c'
156,53,53,,1,E,I6,,,
159,54,54,,1,E,V43,,,
162,55,55,,1,E,I,,,
165,56,56,,1,E,V43,Exposition,Transition,Theme c''
168,57,57,,1,E,I,,,
171,58,58,,1,E,V43,,,
174,59,59,,1,E,I,,,
186,63,63,,1,A,V7/vi,Exposition,Transition,Theme d
189,64,64,,1,A,vi,,,
192,65,65,,1,A,V7/vi,,,
195,66,66,,1,A,vi,,,
198,67,67,,1,A,V7/ii,,,
201,68,68,,1,A,ii,,,
204,69,69,,1,A,I64,,,
206,69,69,,3,A,V7,,,
207,70,70,,1,A,I,,,
207.5,70,70,,1.5,None,None,Exposition,Transition,Theme d'
