0,0.5,f,1,M,0
0.5,7.0,f,1,m,0
7.0,7.5,f,2,m,1
7.5,9.0,f,2,m7,1
9.0,9.5,f,7/5,d7,1
9.5,10.0,f,5/5,D7,1
10.0,12.5,f,5,M,0
12.5,17.0,f,1,m,0
17.0,18.0,f,6,M,0
18.0,18.5,f,2-,M,0
18.5,19.0,f,2,m,1
19.0,19.5,f,1,M,1
19.5,20.0,f,2,m,1
20.0,21.0,A-,5,M,0
21.0,22.0,A-,5,D7,0
22.0,24.0,A-,1,M,0
24.0,24.5,f,1,M,0
24.5,25.0,f,5,M,0
25.0,25.5,f,5,D7,0
25.5,26.0,f,5/4,D7,0
26.0,27.0,f,4,m,0
27.0,28.0,f,5,M,1
28.0,29.5,f,4,m,0
29.5,30.0,f,7,d7,0
30.0,30.5,f,5,D7,3
30.5,31.0,f,7,d7,0
31.0,31.5,f,1,m,0
31.5,32.0,f,1,m,1
32.0,32.5,f,1,m,2
32.5,33.0,f,1,m,0
33.0,34.0,f,5,D7,0
34.0,36.0,f,1,m,0
