COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",Chorales,004,8-9,i-V-I-V,F# minor-E major
"Bach, Johann Sebastian",Chorales,020,8-9,I-i-III-viio6,A major-E minor
"Bach, Johann Sebastian",Chorales,103,8-9,ii-V/ii-I-V6,Bb major
"Bach, Johann Sebastian",Chorales,139,4-5,vi-vi-I6-V,C major-G major
"Bach, Johann Sebastian",Chorales,250,8-8,I-vi-I6-V,A major-G major
"Bach, Johann Sebastian",Chorales,275,8-9,iv-I-I-V6,F# minor-A major
"Bach, Johann Sebastian",Chorales,288,5-5,vi-vi-I6-V,D major-A major
"Bach, Johann Sebastian",Chorales,329,8-9,i-V-I-V6,A minor-G major
"Bach, Johann Sebastian",Chorales,335,8-9,i-V-I6-V,G minor-F major
"Bach, Johann Sebastian",Chorales,357,4-5,i-vi-I6-V,A minor-G major
"Goudimel, Claude",Psalmes,003,10-12,ii-V/ii-I-V,D major
"Goudimel, Claude",Psalmes,075,4-5,ii-vi-I-V,F major
"Goudimel, Claude",Psalmes,105,20-21,ii-vi-I-V,D major
"Goudimel, Claude",Psalmes,122,26-28,ii-V/ii-I-V,D major
"Goudimel, Claude",Psalmes,127,10-11,V-ii-IV-I,D major
"Goudimel, Claude",Psalmes,135,5-6,ii-vi-I-V,D major
"Monteverdi, Claudio",Madrigals Book 3,02,76-76,v-ii6-IV-i6,D minor
"Monteverdi, Claudio",Madrigals Book 3,04,44-45,IV-I6-iii6-viio6,C major
"Monteverdi, Claudio",Madrigals Book 3,05,50-51,ii-vi-I-V65,G major
"Monteverdi, Claudio",Madrigals Book 3,07,18-19,ii6-vi-I-V,Bb major
"Monteverdi, Claudio",Madrigals Book 3,19,29-30,VII-iv6-VI-III6,D minor
"Monteverdi, Claudio",Madrigals Book 3,19,54-56,v-ii-iv-i6,G minor
"Monteverdi, Claudio",Madrigals Book 3,19,55-57,iv-i6-III6/4-VII,G minor
"Monteverdi, Claudio",Madrigals Book 3,19,59-61,v-ii-iv-i,G minor
"Monteverdi, Claudio",Madrigals Book 3,19,68-70,i-v6-VII-IV6,G minor
"Monteverdi, Claudio",Madrigals Book 4,09,29-31,iv-i-III-VII,A minor
"Monteverdi, Claudio",Madrigals Book 4,13,28-30,vi-iii6-V-ii6,F major
"Monteverdi, Claudio",Madrigals Book 4,13,47-48,i-v6-VII-iv6,G minor
"Monteverdi, Claudio",Madrigals Book 4,13,47-48,VII-iv6-VI-III6,G minor
"Monteverdi, Claudio",Madrigals Book 4,13,64-65,iv6-i-III6-VII,G minor
"Monteverdi, Claudio",Madrigals Book 4,13,84-86,v-ii6-iv-i6,G minor
"Monteverdi, Claudio",Madrigals Book 5,03,17-18,I-V-vii-III+6,Bb major-C minor
