-0.25,0,0,,1.75,G,I,Exposition,First Subject Group,Theme a
15,8,8,,2,D,ii,,,
16,9,9,,1,D,I64,,,
19,10,10,,2,D,V7,,,
20,11,11,,1,D,I,,,
21.75,11,11,,2.75,None,None,Exposition,First Subject Group,Theme a
22,12,12,,1,F,I,,,
37,19,19,,2,C,ii,,,
38,20,20,,1,C,I64,,,
41,21,21,,2,C,V7,,,
42,22,22,,1,C,I,,,
43.75,22,22,,2.75,None,None,Exposition,First Subject Group,Theme a'
45,23,23,,2,G,ii,,,
46,24,24,,1,G,I64,,,
49,25,25,,2,G,V,,,
50,26,26,,1,G,I,,,
52,27,27,,1,G,I64,,,
53,27,27,,2,G,V,,,
54,28,28,,1,G,I,,,
56,29,29,,1,G,I64,,,
57,29,29,,2,G,V,,,
58,30,30,,1,G,I,,,
58.25,30,30,,1.25,None,None,Exposition,Transition,Theme b
60,31,31,,1,G,V7,,,
62,32,32,,1,G,I,,,
64,33,33,,1,G,V7,,,
66,34,34,,1,G,I,,,
68,35,35,,1,G,V7,,,
70,36,36,,1,G,I,,,
72,37,37,,1,G,V,,,
74,38,38,,1,G,I,,,
76,39,39,,1,G,V,,,
89.75,45,45,,2.75,None,None,Exposition,Transition,Theme a''
90,46,46,,1,G,I,,,
105,53,53,,2,b,iv,,,
106,54,54,,1,b,V,,,
108,55,55,,1,b,iv6,,,
109,55,55,,2,b,It6,,,
110,56,56,,1,b,V,,,
112,57,57,,1,b,iv6,,,
113,57,57,,2,b,iv,,,
114,58,58,,1,b,V,,,
116,59,59,,1,b,iv6,,,
117,59,59,,2,b,It6,,,
118,60,60,,1,b,V,,,
120,61,61,,1,b,iv6,,,
121,61,61,,2,b,It6,,,
122,62,62,,1,b,V,,,
124,63,63,,1,b,iv6,,,
125,63,63,,2,b,It6,,,
126,64,64,,1,b,V,,,
130,66,66,,1,B,I,Exposition,Second Subject Group,Theme c
134,68,68,,1,B,V7,,,
136,69,69,,1,B,V65,,,
137,69,69,,2,B,V7,,,
138,70,70,,1,B,I,Exposition,Second Subject Group,Theme c'
142,72,72,,1,B,V7,,,
144,73,73,,1,B,I,,,
144.25,73,73,,1.25,b,i,,,
146,74,74,,1,None,None,Exposition,Second Subject Group,Theme c
150,76,76,,1,b,V65,,,
154,78,78,,1,b,i,Exposition,Second Subject Group,Theme c''
155,78,78,,2,D,viio42/iii,,,
156,79,79,,1,D,V65,,,
158,80,80,,1,D,I,,,
159,80,80,,2,f+,viio43/V,,,
160,81,81,,1,f+,V65,,,
162,82,82,,1,f+,i,,,
164,83,83,,1,b,V7/iv,,,
165,83,83,,2,b,iv6,,,
166,84,84,,1,b,Vi/III,,,
167,84,84,,2,b,III6,,,
