-0.5,0,0,,2.75,None,None,Exposition,First Subject Group,Theme a
0,1,1,,1,B-,I,,,
15,4,4,,2.5,None,None,Exposition,First Subject Group,Theme b
17,5,5,,1.5,B-,vii¿7/V,,,
18,5,5,,2,B-,V,,,
19,5,5,,2.5,B-,viio7/ii,Exposition,First Subject Group,Theme b
20,6,6,,1,B-,ii,,,
21,6,6,,1.5,B-,viio7/vi,,,
22,6,6,,2,B-,vi,,,
23,6,6,,2.5,B-,IV,Exposition,First Subject Group,Theme c
24,7,7,,1,B-,I6,,,
25,7,7,,1.5,B-,i6,,,
26,7,7,,2,B-,ii,,,
27,7,7,,2.5,B-,V,,,
28,8,8,,1,B-,I,,,
29,8,8,,1.5,B-,ii6,,,
30,8,8,,2,B-,V,,,
31,8,8,,2.5,None,None,Exposition,First Subject Group,Theme b
32,9,9,,1,B-,I,,,
33,9,9,,1.5,B-,vii¿7/V,,,
34,9,9,,2,B-,vii¿7/V,,,
35,9,9,,2.5,B-,viio7/ii,Exposition,First Subject Group,Theme b
36,10,10,,1,B-,ii,,,
37,10,10,,1.5,B-,viio7/vi,,,
38,10,10,,2,B-,vi,,,
39,10,10,,2.5,B-,IV,Exposition,First Subject Group,Theme c
40,11,11,,1,B-,I6,,,
41,11,11,,1.5,B-,i6,,,
42,11,11,,2,B-,ii,,,
43,11,11,,2.5,B-,V,,,
44,12,12,,1,B-,I,,,
45,12,12,,1.5,B-,iv6,,,
46,12,12,,2,B-,V,,,
47,12,12,,2.5,B-,V42,,,
48,13,13,,1,B-,I6,Exposition,First Subject Group,Theme c'
49,13,13,,1.5,B-,i6,,,
50,13,13,,2,B-,ii,,,
51,13,13,,2.5,B-,V7,,,
52,14,14,,1,B-,I,,,
53,14,14,,1.5,B-,iv6,,,
54,14,14,,2,B-,V,,,
55,14,14,,2.5,B-,V42,,,
56,15,15,,1,B-,I6,Exposition,First Subject Group,Theme c''
57,15,15,,1.5,B-,viio42/V,,,
58,15,15,,2,B-,bVII6,,,
59,15,15,,2.5,B-,viio7/vi,,,
60,16,16,,1,B-,vi,,,
61,16,16,,1.5,B-,IV,,,
62,16,16,,2,B-,I64,,,
63,16,16,,2.5,B-,V,,,
64,17,17,,1,B-,I,Exposition,Transition,Theme d
66,17,17,,2,B-,I6,,,
68,18,18,,1,B-,I64,,,
69,18,18,,1.5,B-,I6,,,
70,18,18,,2,B-,I64,,,
71,18,18,,2.5,B-,ii65,,,
72,19,19,,1,B-,IV6,Exposition,Transition,Theme d
74,19,19,,2,B-,ii65,,,
76,20,20,,1,B-,IV6,,,
77,20,20,,1.5,B-,viio65/iii,,,
78,20,20,,2,B-,iv6,,,
79,20,20,,2.5,B-,I64,,,
80,21,21,,1,B-,V7/IV,Exposition,Transition,Theme d
82,21,21,,2,B-,I64,,,
84,22,22,,1,B-,V42/IV,,,
85,22,22,,1.5,B-,I+64,,,
86,22,22,,2,B-,V42/IV,,,
87,22,22,,2.5,B-,IV6,,,
88,23,23,,1,B-,IV64,Exposition,Transition,Theme d
90,23,23,,2,B-,IV6,,,
92,24,24,,1,B-,IV64,,,
93,24,24,,1.5,B-,viio42/iii,,,
94,24,24,,2,B-,iv6,,,
95,24,24,,2.5,B-,I,,,
96,25,25,,1,B-,V7/IV,Exposition,Transition,Theme d'
97,25,25,,1.5,B-,I+,,,
98,25,25,,2,B-,V7/IV,,,
99,25,25,,2.5,B-,IV64,,,
100,26,26,,1,B-,ii42,,,
101,26,26,,1.5,B-,bVII6,,,
102,26,26,,2,B-,ii42,,,
103,26,26,,2.5,B-,viio,,,
104,27,27,,1,B-,ii7,,,
120,31,31,,1,B-,V,,,
135.5,34,34,,2.75,None,None,Exposition,Transition,Theme a'
136,35,35,,1,B-,I,,,
147,37,37,,2.5,G,V,,,
151.5,38,38,,2.75,None,None,Exposition,Transition,Theme e
160,41,41,,1,G,V7,,,
178,45,45,,2,G,iio64,,,
180,46,46,,1,G,V65,,,
182,46,46,,2,G,iio64,,,
184,47,47,,1,G,V7,Exposition,Transition,Theme f
200,51,51,,1,G,I64,Exposition,Transition,Theme f'
216,55,55,,1,G,V7,,,
217,55,55,,1.5,None,None,Exposition,Transition,Theme f''
232,59,59,,1,G,I64,,,
233,59,59,,1.5,None,None,Exposition,Transition,Theme f'''
246,62,62,,2,G,IV,,,
247,62,62,,2.5,G,V42,Exposition,Second Subject Group,Theme g
250,63,63,,2,G,IV,,,
251,63,63,,2.5,None,None,Exposition,Second Subject Group,Theme g
252,64,64,,1,G,V,,,
254,64,64,,2,G,I,,,
255,64,64,,2.5,None,None,Exposition,Second Subject Group,Theme h
256,65,65,,1,D,ii65,,,
258,65,65,,2,D,I64,,,
259,65,65,,2.5,D,V7,,,
260,66,66,,1,D,I,,,
263,66,66,,2.5,G,V65,Exposition,Second Subject Group,Theme g
264,67,67,,1,G,I,,,
266,67,67,,2,G,IV,,,
267,67,67,,2.5,G,ii,Exposition,Second Subject Group,Theme g
268,68,68,,1,G,V6,,,
270,68,68,,2,G,I,,,
272,69,69,,1,e,i,,,
273,69,69,,1.5,e,VI6,,,
274,69,69,,2,e,iv43,,,
275,69,69,,2.5,e,V6,,,
277,70,70,,1.5,e,V7,Exposition,Second Subject Group,Theme i
278,70,70,,2,e,i,,,
279,70,70,,2.5,d,viio7,,,
280,71,71,,1,d,V7,,,
281,71,71,,1.5,None,None,Exposition,Second Subject Group,Theme h'
281,71,71,,1.5,None,None,Exposition,Second Subject Group,Theme i
282,71,71,,2,d,i,,,
283,71,71,,2.5,C,viio7,,,
284,72,72,,1,C,V7,,,
285,72,72,,1.5,None,None,Exposition,Second Subject Group,Theme i
286,72,72,,2,C,I,,,
287,72,72,,2.5,b,viio7,,,
288,73,73,,1,b,V7,,,
289,73,73,,1.5,None,None,Exposition,Second Subject Group,Theme i'
290,73,73,,2,b,i,,,
291,73,73,,2.5,A,viio7,,,
292,74,74,,1,A,V65,,,
293,74,74,,1.5,A,I,,,
294,74,74,,2,G,V65,,,
295,74,74,,2.5,G,I,,,
296,75,75,,1,G,V43,Exposition,Second Subject Group,Theme j
302,76,76,,2,G,I6,,,
304,77,77,,1,G,V43,Exposition,Second Subject Group,Theme j
310,78,78,,2,G,I6,,,
312,79,79,,1,None,None,Exposition,Second Subject Group,Theme k
314,79,79,,2,G,vi,,,
316,80,80,,1,G,viio7/V,,,
318,80,80,,2,G,V,,,
320,81,81,,1,G,V43,Exposition,Second Subject Group,Theme j
326,82,82,,2,G,I6,,,
328,83,83,,1,G,V43,Exposition,Second Subject Group,Theme j
334,84,84,,2,G,I6,,,
336,85,85,,1,None,None,Exposition,Second Subject Group,Theme k'
338,85,85,,2,G,vi,,,
340,86,86,,1,G,viio7/V,,,
342,86,86,,2,C,V/V,,,
343,86,86,,2.5,C,i6,,,
344,87,87,,1,C,I6,Exposition,Second Subject Group,Theme k'
346,87,87,,2,C,vi,,,
348,88,88,,1,C,viio7/V,,,
350,88,88,,2,F,V/V,,,
351,88,88,,2.5,F,i6,,,
352,89,89,,1,F,I6,Exposition,Second Subject Group,Theme k''
354,89,89,,2,C,bII,,,
356,90,90,,1,C,viio7,,,
358,90,90,,2,C,I,,,
361,91,91,,1.5,None,None,Exposition,Second Subject Group,Theme l
362,91,91,,2,C,V7,,,
364,92,92,,1,C,I,,,
365,92,92,,1.5,None,None,Exposition,Second Subject Group,Theme l
366,92,92,,2,C,V7,,,
368,93,93,,1,C,I,,,
369,93,93,,1.5,None,None,Exposition,Second Subject Group,Theme l
370,93,93,,2,C,V7,,,
372,94,94,,1,C,I,,,
373,94,94,,1.5,G,V65/V,Exposition,Second Subject Group,Theme m
375,94,94,,2.5,G,V7/V,,,
377,95,95,,1.5,G,I64,,,
379,95,95,,2.5,G,V43/V,,,
