0,1,1,,1,A-,I,,,
3,2,2,,1,A-,V43,,,
6,3,3,,1,A-,I6,,,
9,4,4,,1,A-,V7,,,
12,5,5,,1,A-,I,Exposition,First Subject Group,Theme b
15,6,6,,1,A-,V43,,,
18,7,7,,1,A-,V42,,,
21,8,8,,1,A-,I,,,
24,9,9,,1,A-,V42/IV,Exposition,First Subject Group,Theme c
27,10,10,,1,A-,IV6,,,
29,10,10,,3,A-,I64,,,
29.5,10,10,,3.5,A-,ii65,,,
30,11,11,,1,A-,I64,,,
32,11,11,,3,A-,V7,,,
33,12,12,,1,A-,I,Exposition,Transition,Theme d
36,13,13,,1,A-,V43,,,
39,14,14,,1,A-,I6,,,
42,15,15,,1,A-,V65,,,
45,16,16,,1,A-,I,Exposition,Transition,Theme d'
48,17,17,,1,A-,V42/V,,,
50,17,17,,3,A-,V,,,
51,18,18,,1,A-,V65/V,,,
53,18,18,,3,A-,V42,,,
54,19,19,,1,A-,I6,,,
54.5,19,19,,1.5,E-,It6,,,
55.5,19,19,,2.5,E-,I64,,,
56,19,19,,3,E-,IV,,,
56.5,19,19,,3.5,E-,I6,,,
57,20,20,,1,E-,IV,Exposition,Transition,Theme e
58,20,20,,2,E-,I6,,,
59,20,20,,3,E-,ii,,,
60,21,21,,1,E-,I6,,,
61,21,21,,2,E-,ii,,,
62,21,21,,3,E-,I6,,,
63,22,22,,1,E-,IV,,,
64,22,22,,2,E-,I6,,,
65,22,22,,3,E-,ii,,,
66,23,23,,1,E-,I6,,,
67,23,23,,2,E-,ii,,,
68,23,23,,3,E-,I6,Exposition,Transition,Theme f
68.25,23,23,,3.25,E-,V42,,,
68.5,23,23,,3.5,E-,I6,,,
68.75,23,23,,3.75,E-,V42,,,
69,24,24,,1,E-,I6,,,
70,24,24,,2,E-,V42,,,
71,24,24,,3,E-,I6,,,
71.25,24,24,,3.25,E-,V7/V,,,
71.5,24,24,,3.5,E-,I6,,,
71.75,24,24,,3.75,E-,V7/V,,,
72,25,25,,1,E-,I6,,,
73,25,25,,2,E-,V7/V,,,
74,25,25,,3,E-,V42/V,,,
75,26,26,,1,E-,V6,,,
76,26,26,,2,E-,V43/V,,,
77,26,26,,3,E-,V,,,
78,27,27,,1,E-,V42,,,
80,27,27,,3,E-,V,,,
81,28,28,,1,E-,I,Exposition,Second Subject Group,Theme g
84,29,29,,1,E-,I6,,,
90,31,31,,1,E-,ii65,,,
92,31,31,,3,E-,V,,,
93,32,32,,1,E-,V64/V,,,
94,32,32,,2,E-,viio7,,,
95,32,32,,3,E-,I,,,
96,33,33,,1,E-,IV,,,
98,33,33,,3,E-,V7,,,
99,34,34,,1,E-,I,Exposition,Coda,Theme h
101,34,34,,3,E-,V7,,,
102,35,35,,1,E-,I,,,
104,35,35,,3,E-,V7,,,
105,36,36,,1,E-,I,,,
111,38,38,,1,None,None,Development,d1,Theme i
114,39,39,,1,f,VI,,,
117,40,40,,1,f,i,Development,d1,Theme a'
120,41,41,,1,f,V7,,,
126,43,43,,1,f,i,,,
129,44,44,,1,None,None,Development,Re-transition,Theme a''
132,45,45,,1,f,V7,,,
135,46,46,,1,f,i,,,
138,47,47,,1,D-,V43,,,
141,48,48,,1,D-,I,Development,Re-transition,Theme a''
144,49,49,,1,D-,V7,,,
147,50,50,,1,b-,i6,,,
150,51,51,,1,b-,V43,,,
153,52,52,,1,b-,i,Development,Re-transition,Theme a'''
156,53,53,,1,b-,V7,,,
159,54,54,,1,A-,ii,,,
162,55,55,,1,A-,V65,,,
165,56,56,,1,A-,I,Recapitulation,First Subject Group,Theme a
168,57,57,,1,A-,V43,,,
171,58,58,,1,A-,I6,,,
172.5,58,58,,2.5,A-,viio7/iii,,,
173,58,58,,3,A-,I6,,,
173.5,58,58,,3.5,A-,IV,,,
174,59,59,,1,A-,V7,,,
177,60,60,,1,A-,I6,Recapitulation,First Subject Group,Theme a''''
180,61,61,,1,A-,ii65,,,
183,62,62,,1,D-,V65,,,
186,63,63,,1,D-,I,Recapitulation,First Subject Group,Theme b
189,64,64,,1,D-,V43,,,
192,65,65,,1,D-,V42,,,
195,66,66,,1,D-,I6,,,
197.5,66,66,,3.5,None,None,Recapitulation,First Subject Group,Theme j
198,67,67,,1,E,vi6,,,
201,68,68,,1,E,V6,,,
204,69,69,,1,E,V65,,,
207,70,70,,1,E,I,Recapitulation,Transition,Theme d''
210,71,71,,1,E,V43,,,
213,72,72,,1,E,I6,,,
216,73,73,,1,E,V65,,,
219,74,74,,1,E,I,,,
220.5,74,74,,2.5,E,IV6,,,
221.5,74,74,,3.5,E,It6,,,
222.5,75,75,,1.5,E,I64,,,
223,75,75,,2,E,IV,,,
223.5,75,75,,2.5,E,I6,,,
224.5,75,75,,3.5,E,IV,,,
225,76,76,,1,None,None,Recapitulation,Transition,Theme e'
226,76,76,,2,E,I6,,,
227,76,76,,3,E,ii,,,
228,77,77,,1,E,I6,,,
229,77,77,,2,E,ii,,,
230,77,77,,3,A-,vi,,,
231,78,78,,1,A-,V,,,
233,78,78,,3,A-,I,,,
234,79,79,,1,A-,IV,Recapitulation,Transition,Theme e
235,79,79,,2,A-,I6,,,
236,79,79,,3,A-,ii,,,
237,80,80,,1,A-,I6,,,
238,80,80,,2,A-,ii,,,
239,80,80,,3,A-,I,,,
240,81,81,,1,A-,V6/vi,,,
240.5,81,81,,1.5,A-,IV,,,
241,81,81,,2,A-,viio6/iii,,,
241.5,81,81,,2.5,A-,iii,,,
242,81,81,,3,A-,viio6/ii,,,
242.5,81,81,,3.5,A-,ii,,,
243,82,82,,1,A-,viio6/iii,,,
243.5,82,82,,1.5,A-,iii,,,
244,82,82,,2,A-,viio6/ii,,,
244.5,82,82,,2.5,A-,ii,,,
245,82,82,,3,A-,I6,,,
245.25,82,82,,3.25,A-,V42,,,
245.5,82,82,,3.5,A-,I6,,,
