0,1.0,G,5,M,0
1.0,2.5,G,1,M,0
2.5,3.0,G,5,M,0
3.0,3.5,G,5/5,D7,0
3.5,4.0,G,5,D7,1
4.0,8.0,G,5,D7,0
8.0,10.0,G,1,M,0
10.0,10.5,G,5,M,0
10.5,11.5,G,5/5,D7,0
11.5,12.0,G,5,D7,0
12.0,14.0,G,1,M,0
14.0,15.5,G,5,M,0
15.5,20.0,G,5,D7,0
20.0,20.5,G,5,M,0
20.5,22.5,G,1,M,0
22.5,24.5,D,5,D7,0
24.5,26.5,G,1,M,0
26.5,27.5,D,1,M,0
27.5,28.0,D,5,D7,1
28.0,29.0,D,5,D7,0
29.0,29.5,G,5/4,D7,0
29.5,30.5,G,5,D7,0
30.5,32.5,G,7/2,d7,0
32.5,33.5,G,2,m,0
33.5,34.0,G,5/5,D7,1
34.0,34.5,G,5/5,D7,2
34.5,35.5,G,2,m,1
35.5,36.0,D,5,D7,1
36.0,37.5,G,5,D7,1
37.5,38.5,G,1,M,0
38.5,39.0,G,1,M,2
39.0,39.5,G,1,M,0
39.5,41.0,G,5/5,D7,1
41.0,41.5,G,5,D7,1
41.5,43.0,G,1,M,0
43.0,43.5,G,5,M,0
43.5,48.0,G,5,D7,0
48.0,48.5,G,5,M,0
48.5,50.5,G,1,M,0
50.5,51.0,G,5,M,0
51.0,53.0,G,5,D7,0
53.0,54.5,G,1,M,0
54.5,56.0,G,5,M,0
56.0,60.5,G,5,D7,0
60.5,63.0,G,1,M,0
63.0,65.0,D,5,D7,0
65.0,66.5,G,1,M,0
66.5,68.0,D,1,M,0
68.0,69.5,D,5,D7,0
69.5,71.0,G,5,D7,0
71.0,72.0,G,7/2,d7,0
72.0,73.0,G,7/5,d7,0
73.0,74.0,G,2,m,0
74.0,75.0,G,5,D7,2
75.0,76.0,G,2,m,1
76.0,76.5,D,5,D7,1
76.5,78.0,G,5,D7,1
78.0,79.0,G,5,D7,0
79.0,80.0,G,1,M,0
80.0,80.5,G,5,D7,2
80.5,81.5,D,5,D7,2
81.5,82.0,G,5,D7,2
82.0,84.0,D,5,M,0
84.0,84.5,D,5/5,D7,0
84.5,86.0,G,5,D7,0
86.0,88.0,G,5,D7,3
88.0,89.0,G,5,D7,0
89.0,89.5,G,5,D7,3
89.5,90.0,G,5,D7,0
90.0,92.0,C,5,D7,0
92.0,92.5,C,5,M,0
92.5,93.0,C,5,D7,0
93.0,93.5,C,5,D7,3
93.5,96.0,C,5,D7,2
96.0,97.0,C,5,D7,0
97.0,98.0,C,1,M,0
98.0,100.5,C,1,M,1
100.5,102.0,C,1,m,0
102.0,106.0,C,2,m,1
106.0,108.0,C,2,m,0
108.0,109.0,C,5,D7,1
109.0,112.5,C,5,D7,0
112.5,113.0,C,5,D7,1
113.0,113.5,C,5,M,1
113.5,114.0,C,1,m,1
114.0,115.5,C,1,m,0
115.5,116.0,C,1,M,0
116.0,117.0,C,1,M,1
117.0,118.0,C,1,m,0
118.0,120.0,C,4,M,0
120.0,121.0,C,1,M,0
121.0,123.0,C,2,m,0
123.0,124.0,C,2,m,1
124.0,124.5,C,2,D7,0
124.5,125.0,C,5,D7,0
125.0,127.5,C,5,D7,1
127.5,129.0,C,5,D7,3
129.0,131.0,C,1,M,1
131.0,131.5,C,5,M,0
131.5,133.0,C,5,D7,0
133.0,135.0,C,1,M,0
135.0,136.5,C,5,D7,3
136.5,137.0,C,5,D7,0
137.0,139.0,C,1,M,1
139.0,141.0,C,5,D7,2
141.0,143.0,C,1,M,0
143.0,144.5,C,5,D7,3
144.5,145.0,C,5,D7,1
145.0,147.0,C,1,M,1
147.0,149.0,C,5,D7,2
149.0,151.0,C,7/2,d7,0
151.0,152.0,C,5/2,D7,1
152.0,153.0,C,5/4,D7,1
153.0,155.0,C,2,m,0
155.0,155.5,C,2,m,1
155.5,156.0,C,2,d,1
156.0,156.5,C,5,D7,1
156.5,157.0,C,5,D7,2
157.0,158.0,C,5,D7,0
158.0,159.0,C,5,M,0
159.0,160.0,C,1,M,1
160.0,160.5,C,1,m,1
160.5,161.0,a,1,m,1
161.0,162.0,a,1,m,0
162.0,163.0,d,1,m,0
163.0,163.5,d,1,m,1
163.5,164.5,a,2,m,1
164.5,165.0,a,4,m,1
165.0,167.0,a,7,d7,2
167.0,167.5,a,5,d7,2
167.5,168.0,G,5/5,D7,2
168.0,169.0,a,7/5,d7,0
169.0,169.5,G,5,M,0
169.5,170.0,a,5,M,0
170.0,171.0,G,1,M,0
171.0,171.5,d,7/5,d7,0
171.5,172.0,d,7,d7,0
172.0,173.5,D,7,d7,0
173.5,174.0,D,7/5,d7,0
174.0,175.5,G,1,M,0
175.5,176.0,G,5,M,0
176.0,176.5,G,1,M,0
176.5,180.5,G,5,D7,0
180.5,181.0,G,5,M,0
181.0,182.5,G,1,M,0
182.5,183.0,G,4,M,0
183.0,183.5,G,5,M,0
183.5,185.5,G,5,D7,0
185.5,186.0,G,1,M,0
186.0,188.5,G,5,M,0
188.5,193.0,G,5,D7,0
193.0,195.5,G,1,M,0
195.5,197.5,G,5,D7,0
197.5,200.5,G,1,M,0
200.5,201.0,G,7,M,0
201.0,201.5,G,5,M,0
201.5,202.0,G,5,D7,0
202.0,202.5,G,5/4,D7,0
202.5,203.5,G,5,D7,0
203.5,205.5,G,7/2,d7,0
205.5,206.5,G,2,m,0
206.5,207.0,G,5,D7,2
207.0,207.5,G,5/5,D7,2
207.5,208.5,G,2,m,1
208.5,210.0,G,5,D7,1
210.0,210.5,G,5/5,D7,1
210.5,212.5,G,1,M,0
212.5,213.0,G,5,D7,0
213.0,214.0,G,5/5,D7,0
214.0,214.5,G,5,D7,0
214.5,216.5,G,5,M,0
216.5,218.0,G,5,D7,0
218.0,218.5,G,1,D7,0
218.5,220.5,G,5/4,D7,3
220.5,221.5,G,4,M,1
221.5,223.5,G,7/2,d7,1
223.5,224.0,G,7/2,d7,0
224.0,225.5,G,2,m,0
225.5,226.5,G,1,M,2
226.5,227.0,G,1,M,0
227.0,227.5,G,1,m,0
