0,0.5,d,5,m,0
0.5,1.0,d,5,M,0
1.0,3.0,d,5,D7,0
3.0,3.5,d,5,m,0
3.5,5.0,d,4,m,0
5.0,5.5,d,4,d7,0
5.5,6.0,d,7/5,d7,0
6.0,6.5,d,7/5,d7,1
6.5,8.0,d,7/5,d7,0
8.0,8.5,d,7/5,d7,1
8.5,9.0,d,7/5,d7,0
9.0,9.5,d,1,M,0
9.5,10.0,d,5,M,0
10.0,14.0,d,1,m,0
14.0,15.0,d,1,M,0
15.0,15.5,d,1,m,0
15.5,17.0,d,1,M,0
17.0,18.0,d,5,M,0
18.0,19.5,d,5,m,0
19.5,20.0,d,5,M,0
20.0,20.5,d,5,D7,0
20.5,21.5,d,5,d7,0
21.5,22.5,d,7,d7,0
22.5,23.0,d,5,d7,0
23.0,24.0,d,5,M,0
24.0,26.5,d,1,M,0
26.5,27.0,d,1,m,0
27.0,27.5,d,1,M,0
27.5,28.5,d,4,M,0
28.5,29.0,d,5,M,0
29.0,29.5,d,1,M,0
29.5,30.0,d,5,M,0
30.0,30.5,d,1,m,0
30.5,33.0,d,7/5,d7,0
33.0,33.5,d,1,M,0
33.5,34.0,d,5,M,0
34.0,35.5,d,1,m,0
35.5,37.0,d,1,M,0
37.0,37.5,B-,1,M,0
37.5,38.0,B-,7,d7,0
38.0,40.0,B-,1,M,0
40.0,40.5,B-,4,M,0
40.5,41.0,B-,5,M,0
41.0,41.5,B-,4,M,0
41.5,42.0,B-,5,D7,0
42.0,45.5,B-,1,M,0
45.5,46.0,B-,7,d7,0
46.0,48.0,B-,1,M,0
48.0,48.5,B-,5/4,D7,1
48.5,49.5,B-,4,M,1
49.5,52.5,B-,1,M,0
52.5,53.0,d,4,M,0
53.0,55.0,d,7,d7,0
55.0,56.0,d,5,M,0
56.0,56.5,d,1,M,0
56.5,58.0,d,5,M,0
58.0,58.5,d,1,M,0
58.5,60.0,d,7/4,d7,0
60.0,63.5,d,7/4,d7,2
63.5,64.0,d,4,m,1
64.0,68.0,d,5,D7,1
68.0,69.0,d,1,M,0
69.0,69.5,d,5,M,0
69.5,70.5,d,1,M,0
70.5,73.0,d,7/5,d7,0
73.0,73.5,d,5,D7,0
73.5,74.0,d,5,M,0
74.0,76.0,d,1,m,0
