-1,0,0,,3,B-,I,Exposition,First Subject Group,Theme a
12,4,4,,1,None,None,Exposition,First Subject Group,Theme b
16,5,5,,1,B-,IV,,,
18,5,5,,3,B-,V42,,,
20,6,6,,1,B-,I,,,
22,6,6,,3,B-,V7/IV,,,
23,6,6,,4,None,None,Exposition,First Subject Group,Theme b'
24,7,7,,1,B-,IV,,,
26,7,7,,3,B-,V43,,,
28,8,8,,1,B-,I,Exposition,First Subject Group,Theme c
30,8,8,,3,B-,V7,,,
32,9,9,,1,B-,I,,,
34,9,9,,3,B-,V7,,,
36,10,10,,1,B-,I,,,
40,11,11,,1,B-,V,,,
43,11,11,,4,None,None,Exposition,Transition,Theme a'
44,12,12,,1,B-,I,,,
48,13,13,,1,c,iio6,,,
52,14,14,,1,c,V7,,,
54,14,14,,3,c,VI,,,
55,14,14,,4,g,V6,,,
56,15,15,,1,g,i,,,
57,15,15,,2,F,V6,,,
58,15,15,,3,F,I,,,
59,15,15,,4,C,V42,,,
60,16,16,,1,C,I,Exposition,Transition,Theme d
62,16,16,,3,C,V7/IV,,,
64,17,17,,1,C,IV,,,
66,17,17,,3,C,V42,,,
68,18,18,,1,C,I,Exposition,Transition,Theme d
70,18,18,,3,C,V7/IV,,,
72,19,19,,1,C,IV,,,
74,19,19,,3,C,V42,,,
76,20,20,,1,C,I,Exposition,Transition,Theme d'
77,20,20,,2,C,V42,,,
78,20,20,,3,C,I,,,
79,20,20,,4,C,V42,,,
80,21,21,,1,C,I,,,
84,22,22,,1,F,I,Exposition,Second Subject Group,Theme e
99,25,25,,4,F,V42/IV,,,
100,26,26,,1,F,V43/ii,,,
110,28,28,,3,F,bVII,,,
111,28,28,,4,F,viio7,,,
112,29,29,,1,F,I,,,
114,29,29,,3,F,ii6,,,
115,29,29,,4,F,V7,,,
116,30,30,,1,F,I,,,
118,30,30,,3,None,None,Exposition,Second Subject Group,Theme f
120,31,31,,1,F,IV,,,
122,31,31,,3,F,ii,,,
124,32,32,,1,F,V,,,
126,32,32,,3,F,I6,Exposition,Second Subject Group,Theme f
128,33,33,,1,F,vi,,,
130,33,33,,3,F,IV,,,
132,34,34,,1,F,viio,,,
134,34,34,,3,None,None,Exposition,Second Subject Group,Theme f'
138,35,35,,3,F,V6,,,
139,35,35,,4,F,IV6,,,
140,36,36,,1,F,V7/vi,,,
142,36,36,,3,F,IV,,,
143,36,36,,4,F,V65/V,,,
144,37,37,,1,F,I64,,,
146,37,37,,3,F,V,,,
148,38,38,,1,F,I,,,
150,38,38,,3,None,None,Exposition,Second Subject Group,Theme f
152,39,39,,1,F,IV,,,
154,39,39,,3,F,ii,,,
156,40,40,,1,F,V,,,
158,40,40,,3,F,I6,Exposition,Second Subject Group,Theme f
160,41,41,,1,F,vi,,,
162,41,41,,3,F,IV,,,
164,42,42,,1,F,viio,,,
166,42,42,,3,None,None,Exposition,Second Subject Group,Theme f''
170,43,43,,3,F,V6,,,
171,43,43,,4,F,IV6,,,
172,44,44,,1,F,V65/vi,Exposition,Second Subject Group,Theme g
176,45,45,,1,F,vi,,,
180,46,46,,1,F,viio7/V,,,
184,47,47,,1,F,viio43,,,
186.5,47,47,,3.5,F,V42,,,
188,48,48,,1,F,I6,Exposition,Second Subject Group,Theme h
189.5,48,48,,2.5,F,V65,,,
190,48,48,,3,F,I,,,
190.5,48,48,,3.5,F,V42,,,
191,48,48,,4,F,I6,,,
191.5,48,48,,4.5,F,V65,,,
192,49,49,,1,F,I,,,
192.5,49,49,,1.5,F,V42,,,
193,49,49,,2,F,I6,,,
193.5,49,49,,2.5,F,V65,,,
194,49,49,,3,F,I,,,
194.5,49,49,,3.5,F,V42,,,
195,49,49,,4,F,I6,,,
195.5,49,49,,4.5,F,V65,,,
196,50,50,,1,F,I,,,
198,50,50,,3,F,IV6,,,
200,51,51,,1,F,ii6,,,
202,51,51,,3,F,V7,,,
204,52,52,,1,F,I,,,
204.5,52,52,,1.5,F,V42,Exposition,Second Subject Group,Theme h'
205,52,52,,2,F,I6,,,
205.5,52,52,,2.5,F,V65,,,
206,52,52,,3,F,I,,,
206.5,52,52,,3.5,F,V42,,,
207,52,52,,4,F,I6,,,
207.5,52,52,,4.5,F,V65,,,
208,53,53,,1,F,I,,,
208.5,53,53,,1.5,F,V42,,,
209,53,53,,2,F,I6,,,
209.5,53,53,,2.5,F,V65,,,
210,53,53,,3,F,I,,,
211,53,53,,4,F,vi6,,,
212,54,54,,1,F,V7/ii,,,
214,54,54,,3,F,ii,,,
218,55,55,,3,F,V,,,
220,56,56,,1,F,I,,,
222,56,56,,3,None,None,Exposition,Coda,Theme i
224,57,57,,1,F,iio6,,,
226,57,57,,3,F,V43,,,
228,58,58,,1,F,I,,,
230,58,58,,3,None,None,Exposition,Coda,Theme i
232,59,59,,1,F,iio6,,,
234,59,59,,3,F,N6,,,
236,60,60,,1,F,I,,,
238,60,60,,3,F,viio43,Exposition,Coda,Theme i'
240,61,61,,1,F,I,,,
242,61,61,,3,F,N6,,,
244,62,62,,1,F,I,Exposition,Coda,Theme j
252,64,64,,1,F,V42,,,
260,66,66,,1,F,I,,,
261,66,66,,2,F,V7,,,
262,66,66,,3,F,I,,,
263,66,66,,4,F,V7,,,
264,67,67,,1,F,I,,,
266,67,67,,3,F,V7,,,
268,68,68,,1,F,I,,,
271,68,=,0,4,B-,I,Exposition,First Subject Group,Theme a
284,72,=,4,1,None,None,Exposition,First Subject Group,Theme b
288,73,=,5,1,B-,IV,,,
290,73,=,5,3,B-,V42,,,
292,74,=,6,1,B-,I,,,
294,74,=,6,3,B-,V7/IV,,,
295,74,=,6,4,None,None,Exposition,First Subject Group,Theme b'
296,75,=,7,1,B-,IV,,,
298,75,=,7,3,B-,V43,,,
300,76,=,8,1,B-,I,Exposition,First Subject Group,Theme c
302,76,=,8,3,B-,V7,,,
304,77,=,9,1,B-,I,,,
306,77,=,9,3,B-,V7,,,
308,78,=,10,1,B-,I,,,
312,79,=,11,1,B-,V,,,
315,79,=,11,4,None,None,Exposition,Transition,Theme a'
316,80,=,12,1,B-,I,,,
