0,15.0,e,1,m,0
15.0,16.5,e,5,m,0
16.5,21.0,e,1,m,0
21.0,21.5,e,5,m,0
21.5,27.0,e,1,m,0
27.0,28.0,a,1,m,0
28.0,28.5,a,5,D7,0
28.5,29.0,a,5/4,D7,0
29.0,29.5,a,1,m,0
29.5,30.5,a,1,m,1
30.5,31.0,a,1,m,0
31.0,31.5,a,5,D7,0
31.5,32.0,a,5/4,D7,0
32.0,33.0,a,1,m,1
33.0,34.0,e,1,M,2
34.0,35.0,C,5,D7,0
35.0,36.0,C,1,M,2
36.0,39.0,C,5,M,0
39.0,39.5,C,1,M,1
39.5,40.0,C,1,M,0
40.0,41.0,a,5,D7,0
41.0,42.0,a,1,m,0
42.0,43.5,a,5,M,0
43.5,45.5,a,1,M,0
45.5,47.5,e,1,M,0
47.5,51.0,e,1,m,0
51.0,51.5,e,5,m,0
51.5,53.0,e,1,m,0
53.0,54.0,a,1,m,0
54.0,54.5,e,1,m,0
54.5,56.0,a,1,m,0
56.0,57.0,a,5,D7,0
57.0,62.5,a,1,m,0
62.5,63.0,e,1,m,0
63.0,66.0,e,1,m,2
66.0,67.0,e,5,D7,0
67.0,67.5,e,1,m,2
67.5,68.0,e,1,m,0
68.0,69.0,e,5,D7,0
69.0,73.0,e,1,m,0
73.0,73.5,e,1,D7,0
73.5,80.0,e,1,m,0
80.0,80.5,e,5,m,0
80.5,99.0,e,1,m,0
