0,3.0,d#,1,m,0
3.0,4.0,B,5,m,1
4.0,6.0,B,5/2,D7,1
6.0,6.5,B,1,m,0
6.5,7.5,B,2,m,0
7.5,8.0,B,2,D7,0
8.0,12.0,B,5,D7,1
12.0,13.0,B,1,M,0
13.0,14.0,B,1,M,1
14.0,15.0,B,7,d,1
15.0,16.0,B,1,m,1
16.0,17.0,B,5,M,1
17.0,18.0,B,1,M,2
18.0,19.0,B,5,D7,0
19.0,19.5,B,4,m,0
19.5,20.0,B,1,m7,0
20.0,21.0,B,5,M,0
21.0,21.5,B,1,M,0
21.5,22.0,B,1,m,0
22.0,22.5,B,5,D7,1
22.5,23.0,B,5/5,D7,1
23.0,24.0,B,5,D7,0
24.0,27.0,B,5,M,0
27.0,28.0,B,5,D7,3
28.0,30.0,B,5/4,D7,1
30.0,33.5,B,4,M,0
33.5,34.0,B,1,M,0
34.0,36.0,B,4,M,0
36.0,38.0,g#,5,D7,1
38.0,41.0,d#,1,m,0
41.0,42.0,d#,5,D7,1
42.0,43.0,d#,1,m,1
43.0,43.5,d#,5,m,1
43.5,44.0,B,5,m,1
44.0,45.0,B,5,m,0
45.0,46.0,B,5/2,D7,1
46.0,47.5,B,2,m,0
47.5,48.0,B,2,D7,0
48.0,52.0,B,5,D7,1
52.0,54.5,B,1,M,0
54.5,55.0,B,1,M,1
55.0,55.5,B,7/5,d7,1
55.5,56.0,B,7,d7,0
56.0,57.0,B,5,M,0
57.0,59.5,B,1,M,0
59.5,60.0,B,1,d7,0
60.0,64.0,B,5,M,0
64.0,71.5,B,5,D7,0
71.5,72.0,B,5,D7,2
72.0,72.5,B,1,D7,2
72.5,75.5,B,5,D7,2
75.5,80.0,B,5,D7,0
80.0,80.5,B,1,M,0
80.5,81.5,E,1,M,0
81.5,82.0,B,1,M,0
82.0,83.0,E,1,M,0
83.0,83.5,E,5,M,0
83.5,84.0,c#,5,D7,0
84.0,85.0,E,1,m,0
85.0,85.5,c#,5,D7,0
85.5,86.0,c#,5,D7,1
86.0,87.0,B,2,m,1
87.0,88.0,B,7/5,d7,0
88.0,90.0,B,1,M,2
90.0,92.0,B,5,D7,0
92.0,96.0,B,1,M,0
96.0,96.5,B,4,m,2
96.5,97.0,B,7,d7,0
97.0,97.5,B,7,d7,3
97.5,98.5,B,7,d7,0
98.5,99.0,B,7,D7,0
99.0,100.0,B,5,D7,0
100.0,103.5,B,1,M,0
103.5,104.0,B,1,M,2
104.0,104.5,B,4,m,2
104.5,105.0,B,7,d7,2
105.0,105.5,B,7,d7,3
105.5,106.5,B,7,d7,0
106.5,107.0,B,7,D7,0
107.0,108.0,B,5,D7,0
108.0,120.0,B,1,M,0
