0,0.5,a,1,m,0
0.5,1.0,a,4,m,0
1.0,2.0,a,4,m,1
2.0,3.0,a,4,m,0
3.0,4.5,a,2,m7,0
4.5,5.0,a,4,D7,0
5.0,6.0,a,5,D7,0
6.0,6.5,a,5,M,0
6.5,7.0,a,1,M,0
7.0,9.0,a,1,m,0
9.0,9.5,C,5,M,0
9.5,13.5,C,5,D7,0
13.5,14.0,C,5,D7,1
14.0,16.5,C,5,D7,0
16.5,17.5,C,5,D7,3
17.5,18.0,d,5/4,D7,3
18.0,18.5,C,4,m,0
18.5,19.5,C,6,m,0
19.5,20.0,C,2,m,1
20.0,20.5,C,2,m,0
20.5,21.0,C,2,m,1
21.0,22.5,C,5,D7,3
22.5,25.5,C,1,M,1
25.5,27.0,C,5,D7,0
27.0,30.0,C,1,M,2
30.0,31.5,C,5,D7,2
31.5,32.5,C,1,M,0
32.5,33.5,C,1,M,1
33.5,34.5,C,1,M,0
34.5,35.0,C,5/2,D7,0
35.0,36.0,C,5/4,D7,0
36.0,38.5,a,4,m,0
38.5,39.5,a,2,m7,0
39.5,40.5,a,2,m7,1
40.5,41.0,a,2,D7,0
41.0,42.0,a,5,D7,0
42.0,42.5,a,5,M,0
42.5,43.0,C,1,M,0
43.0,45.0,C,1,m,0
45.0,49.5,C,5,D7,0
49.5,50.0,C,5,D7,1
50.0,52.5,C,5,D7,0
52.5,54.0,d,5,D7,3
54.0,54.5,C,2,m,0
54.5,55.5,C,6,m,0
55.5,56.0,C,2,m,1
56.0,56.5,C,2,m,0
56.5,57.0,C,2,m,1
57.0,58.5,C,5,D7,3
58.5,61.5,C,1,M,1
61.5,63.0,C,5,D7,0
63.0,65.5,C,1,M,2
65.5,66.0,C,1,m,2
66.0,66.5,C,5,D7,2
66.5,67.5,C,1,D7,2
67.5,68.0,C,1,m,0
68.0,68.5,C,2,m,1
68.5,69.5,C,1,m,1
69.5,70.0,C,2,m,1
70.0,70.5,C,1,m,1
70.5,71.5,g,7/5,d7,2
71.5,72.0,g,7/5,d7,0
72.0,72.5,g,5,D7,1
72.5,73.0,g,5,D7,0
73.0,73.5,g,5,D7,1
73.5,74.5,g,5,D7,0
74.5,75.0,G,7,d7,0
75.0,75.5,g,5,d7,0
75.5,76.5,g,5,D7,0
76.5,79.0,g,1,m,0
79.0,79.5,g,7,m,1
79.5,80.0,g,7,d7,0
80.0,81.0,B-,1,M,0
81.0,87.0,B-,5,D7,0
87.0,87.5,B-,1,D7,0
87.5,89.0,B-,1,M,0
89.0,90.0,B-,4,M,0
90.0,90.5,B-,1,M,0
90.5,91.0,B-,5,M,0
91.0,96.0,B-,5,D7,0
96.0,96.5,B-,7,D7,0
96.5,97.5,B-,5,D7,0
97.5,98.0,B-,1,M,1
98.0,98.5,B-,1,M,0
98.5,99.5,B-,1,m,0
99.5,101.5,B-,5,D7,0
101.5,102.0,B-,5,M,0
102.0,103.5,B-,7,d7,2
103.5,104.0,C,7,d7,2
104.0,104.5,G,7,d7,2
104.5,105.0,C,7,d7,2
105.0,105.5,C,7,d,2
105.5,106.0,C,7,d7,2
106.0,106.5,F,1,M,2
106.5,107.0,B-,4,M,1
107.0,108.0,B-,5,M,1
108.0,112.0,B-,1,M,1
112.0,112.5,B-,1,M,0
112.5,113.5,g,5,M,0
113.5,114.0,g,5,m,1
114.0,114.5,g,5,m,0
114.5,116.5,g,1,m,0
116.5,118.0,B-,5,D7,2
118.0,118.5,B-,1,M,0
118.5,119.0,B-,5,M,0
119.0,120.5,B-,5,D7,0
120.5,121.0,B-,5,M,0
121.0,122.0,g,4,M,0
122.0,122.5,B-,4,M,0
122.5,123.0,B-,4,M,2
123.0,123.5,B-,1,M,2
123.5,124.0,B-,5,M,2
124.0,126.5,d,5,M,1
126.5,128.0,d,5,M,0
128.0,131.0,d,1,m,0
131.0,132.0,a,2,m,0
132.0,132.5,a,2,m,1
132.5,133.0,a,2,m,0
133.0,134.0,a,5,D7,0
134.0,134.5,a,5/5,D7,0
134.5,135.0,a,5,M,0
135.0,136.5,a,1,m,0
136.5,137.0,a,5,m,1
137.0,137.5,d,5,D7,1
137.5,139.5,d,5,D7,0
139.5,141.5,d,5,D7,1
141.5,144.0,d,5,D7,0
144.0,145.0,d,5,m,0
145.0,146.0,d,5,D7,0
146.0,147.0,g,7,d7,1
