0,5.5,d,1,m,0
5.5,6.0,d,7,m,0
6.0,8.0,d,1,m,0
8.0,9.0,d,1,m,1
9.0,10.0,d,4,m,1
10.0,10.5,d,1,m,1
10.5,11.0,d,1,m,0
11.0,12.0,d,5,M,0
12.0,16.0,d,1,m,0
16.0,18.0,d,2,m,1
18.0,19.5,d,1,m,0
19.5,20.0,d,5,D7,0
20.0,24.0,d,1,m,0
24.0,26.0,d,2,m,1
26.0,27.5,d,1,m,0
27.5,28.0,d,5,D7,0
28.0,29.0,d,1,m,0
29.0,29.5,d,5,D7,1
29.5,30.0,F,5,D7,0
30.0,31.0,F,1,M,0
31.0,31.5,d,1,m,0
31.5,32.0,F,5,D7,1
32.0,33.5,F,5,M,0
33.5,34.0,F,1,M,1
34.0,34.5,F,5,D7,2
34.5,35.0,F,1,M,0
35.0,35.5,F,5,M,0
35.5,36.0,F,5,D7,0
36.0,37.0,F,1,M,0
37.0,37.5,F,5,M,0
37.5,38.0,F,5,D7,0
38.0,39.0,B-,4,M,0
39.0,39.5,B-,2,m,0
39.5,40.0,F,5,D7,0
40.0,41.5,B-,5,M,0
41.5,42.0,B-,1,M,0
42.0,42.5,B-,5,D7,0
42.5,46.0,B-,1,M,0
46.0,46.5,d,2,d,1
46.5,47.5,d,2,h7,1
47.5,48.0,d,2,m,1
48.0,48.5,d,1,m,2
48.5,50.0,d,1,m,1
50.0,50.5,d,2,m7,1
50.5,52.0,d,2,m,1
52.0,53.5,d,1,m,1
53.5,55.0,d,1,m,0
55.0,56.0,d,5,D7,0
56.0,58.0,d,1,m,0
58.0,60.0,d,2,m,1
60.0,60.5,d,1,m,2
60.5,61.0,d,1,m,1
61.0,63.0,d,1,m,0
63.0,64.0,d,5,D7,0
64.0,72.0,d,1,m,0
72.0,73.0,d,1,m,1
73.0,74.0,d,4,m,1
74.0,75.0,d,1,m,2
75.0,76.0,d,5,D7,0
76.0,80.0,d,1,m,0
80.0,80.5,d,7,m,0
80.5,81.0,d,7,m,2
81.0,82.0,d,2,m,2
82.0,83.5,d,1,m,0
83.5,84.0,d,5,D7,0
84.0,88.0,d,1,m,0
88.0,90.0,d,2,m,1
90.0,91.5,d,1,m,0
91.5,92.0,d,5,D7,0
92.0,93.0,d,1,m,0
93.0,93.5,d,5,D7,1
93.5,94.0,F,5,D7,0
94.0,95.0,F,1,M,0
95.0,95.5,d,1,m,0
95.5,96.0,F,5,D7,1
96.0,97.5,F,5,M,0
97.5,98.0,F,1,M,1
98.0,98.5,F,5,D7,2
98.5,99.0,F,1,M,0
99.0,99.5,F,5,M,0
99.5,100.0,F,5,D7,0
100.0,101.0,F,1,M,0
101.0,101.5,F,5,M,0
101.5,102.0,F,5,D7,0
102.0,102.5,B-,4,M,0
102.5,103.0,B-,1,M,0
103.0,103.5,B-,2,m,0
103.5,104.0,F,5,D7,0
104.0,105.5,B-,5,M,0
105.5,106.0,B-,1,M,0
106.0,106.5,B-,5,D7,0
106.5,107.5,B-,1,M,0
107.5,108.0,B-,5,M,0
108.0,110.0,B-,1,M,0
110.0,110.5,d,2,d,1
110.5,111.5,d,2,h7,1
111.5,112.0,d,2,m,1
112.0,112.5,d,1,m,2
112.5,114.0,d,1,m,1
114.0,115.0,d,2,m7,1
115.0,115.5,d,2,h7,1
115.5,116.0,d,2,m,1
116.0,118.0,d,1,m,1
118.0,118.5,d,1,m,2
118.5,119.0,d,1,m,0
119.0,120.0,d,5,D7,0
120.0,122.0,d,1,m,0
122.0,122.5,d,2,m7,1
122.5,124.0,d,2,m,1
124.0,124.5,d,1,m,2
124.5,125.5,d,1,m,1
125.5,127.0,d,1,m,0
127.0,128.0,d,5,D7,0
128.0,136.0,d,1,m,0
136.0,136.5,d,1,m,2
136.5,137.0,d,1,m,0
137.0,138.0,d,4,m,1
138.0,139.0,d,1,m,2
139.0,140.0,D,5,M,0
140.0,144.0,D,1,M,0
144.0,145.5,D,5/5,D7,3
145.5,146.0,D,5/5,D7,2
146.0,147.0,D,1,M,0
147.0,147.5,D,5,M,0
147.5,148.0,D,5,D7,0
148.0,152.0,D,1,M,0
152.0,153.5,D,5/5,D7,3
153.5,154.0,D,5/5,D7,0
154.0,155.5,D,1,M,0
155.5,156.0,D,5,D7,0
156.0,157.5,D,1,M,0
157.5,158.0,D,5/4,D7,1
158.0,159.0,D,4,M,0
159.0,159.5,D,2,m,0
159.5,160.0,D,5,D7,0
160.0,161.0,D,1,M,0
161.0,161.5,D,5,M,0
161.5,162.0,D,1,M,1
162.0,162.5,G,5,D7,2
162.5,163.0,G,1,M,0
163.0,163.5,G,5,M,0
163.5,164.0,G,5,D7,0
164.0,164.5,G,1,M,0
164.5,165.0,D,1,M,0
165.0,165.5,D,2,m,0
165.5,166.0,D,5,D7,0
166.0,167.0,D,1,M,0
167.0,167.5,D,6,m,0
167.5,168.0,D,5/5,D7,0
168.0,169.0,D,5,M,0
169.0,169.5,D,5,D7,0
169.5,170.0,D,1,M,0
170.0,170.5,D,5,D7,0
170.5,171.0,D,1,M,0
171.0,171.5,D,5,M,0
171.5,172.0,D,5,D7,0
172.0,174.0,D,1,M,0
