0,0.5,a,5,M,0
0.5,1.0,a,5,D7,1
1.0,2.0,a,5,D7,0
2.0,2.5,a,5,D7,1
2.5,5.0,a,5,D7,0
5.0,6.5,a,1,m,0
6.5,7.5,a,5,D7,1
7.5,8.0,a,5,D7,0
8.0,9.0,a,5,D7,1
9.0,11.0,a,5,D7,0
11.0,11.5,a,1,m,1
11.5,12.5,a,1,m,0
12.5,13.0,a,1,m,1
13.0,13.5,a,5,D7,1
13.5,14.0,F,5,D7,1
14.0,14.5,F,5,M,1
14.5,15.0,F,5,D7,1
15.0,15.5,F,5,D7,0
15.5,18.5,F,1,M,0
18.5,19.0,F,5,D7,1
19.0,19.5,a,5,D7,1
19.5,20.0,a,5/4,D7,0
20.0,20.5,F,5,D7,1
20.5,21.5,a,5/4,D7,0
21.5,22.5,F,5/4,D7,0
22.5,23.0,F,5,D7,0
23.0,24.0,d,4,m,0
24.0,24.5,d,5,D7,0
24.5,25.0,d,1,m,0
25.0,26.0,d,4,m,0
26.0,26.5,d,5,D7,0
26.5,27.0,d,5,D7,1
27.0,27.5,d,7,D7,0
27.5,30.0,d,5,D7,0
30.0,30.5,d,5,D7,1
30.5,31.0,d,5,D7,0
31.0,32.0,F,5,D7,0
32.0,34.0,F,1,M,0
34.0,34.5,F,5,D7,1
34.5,35.0,F,5,D7,0
35.0,36.5,F,1,M,0
36.5,38.0,F,4,M,0
38.0,38.5,F,5,D7,1
38.5,39.0,F,5,D7,0
39.0,39.5,F,5,D7,1
39.5,42.5,F,1,M,0
42.5,43.0,F,4,m,1
43.0,43.5,a,6,m,1
43.5,44.5,a,4,m,1
44.5,45.5,a,4,m,0
45.5,46.0,a,1,M,2
46.0,46.5,a,1,M,0
46.5,47.0,a,1,m,0
47.0,47.5,a,1,M,2
47.5,48.0,a,5,D7,2
48.0,48.5,a,5,D7,0
48.5,50.0,a,1,m,0
50.0,50.5,a,1,M,0
50.5,51.5,a,5,D7,0
51.5,53.0,a,1,m,0
53.0,53.5,a,5,M,0
53.5,56.0,a,5,D7,0
56.0,57.5,a,1,m,0
57.5,58.5,a,5,D7,1
58.5,59.0,a,5,D7,0
59.0,60.0,a,5,D7,1
60.0,62.0,a,5,D7,0
62.0,62.5,a,1,m,1
62.5,63.5,a,1,m,0
63.5,64.0,a,1,m,1
64.0,65.0,F,5,D7,1
65.0,65.5,F,1,D7,1
65.5,66.0,F,5,D7,1
66.0,66.5,F,5,D7,0
66.5,69.5,F,1,M,0
69.5,70.0,F,5,D7,1
70.0,70.5,a,5/4,D7,1
70.5,71.0,g,5/4,D7,1
71.0,71.5,g,5,D7,1
71.5,72.5,g,5/4,D7,1
72.5,74.0,g,5/4,D7,0
74.0,74.5,d,4,m,0
74.5,75.0,g,1,m,0
75.0,75.5,d,5,D7,0
75.5,77.0,g,1,m,0
77.0,77.5,d,5,D7,0
77.5,78.0,d,5,D7,1
78.0,78.5,d,7,D7,0
78.5,81.0,d,5,D7,0
81.0,81.5,d,5,D7,1
81.5,82.0,d,1,M,0
82.0,83.0,F,5,D7,0
83.0,85.0,F,1,M,0
85.0,85.5,F,5,D7,1
85.5,86.0,F,5,D7,0
86.0,87.5,F,1,M,0
87.5,89.0,F,4,M,0
89.0,89.5,F,5,D7,1
89.5,90.5,F,5,D7,0
90.5,93.5,F,1,M,0
93.5,94.0,a,4,m,1
94.0,95.0,a,4,m,0
95.0,95.5,a,4,m,1
95.5,96.5,a,4,m,0
96.5,97.0,a,1,M,2
97.0,97.5,a,1,M,0
97.5,98.0,a,1,m,0
98.0,98.5,a,1,m,2
98.5,99.0,a,5,D7,2
99.0,99.5,a,5,D7,0
99.5,101.5,a,1,m,0
101.5,102.5,a,5,D7,0
102.5,104.0,a,1,m,0
104.0,104.5,a,5,m,0
104.5,107.0,a,5,D7,0
107.0,108.5,a,1,m,0
108.5,109.5,a,5,D7,1
109.5,110.0,a,5,D7,0
110.0,111.5,a,5,D7,1
111.5,113.0,a,5,D7,0
113.0,114.5,a,1,m,0
114.5,117.5,a,5,D7,0
117.5,123.5,a,1,m,0
