0,0.5,A,1,M,0
0.5,1.0,A,4,M,0
1.0,2.0,A,5,D7,0
2.0,2.5,A,1,m,0
2.5,3.0,A,6,m,0
3.0,4.0,A,5,D7,0
4.0,4.5,A,1,M,0
4.5,5.0,A,4,M,0
5.0,6.0,A,1,M,0
6.0,6.5,A,7,d7,0
6.5,7.0,A,5,m,2
7.0,7.5,A,1,m,2
7.5,8.0,c#,5,D7,0
8.0,10.0,c#,1,m,0
10.0,10.5,E,7,d,1
10.5,11.0,E,7,d7,1
11.0,11.5,c#,1,M,0
11.5,12.0,E,1,M,0
12.0,13.0,A,5,D7,0
13.0,13.5,E,5/5,D7,1
13.5,14.0,A,5/5,D7,1
14.0,14.5,E,5/5,D7,2
14.5,15.0,E,7/5,d7,0
15.0,16.0,E,5,D7,0
16.0,17.0,E,1,M,0
17.0,17.5,E,2,m,1
17.5,18.0,E,2,m,0
18.0,20.0,E,5,D7,0
20.0,21.0,E,1,M,0
21.0,21.5,E,2,m,1
21.5,22.0,E,2,m,0
22.0,24.0,E,5,D7,0
24.0,25.0,A,1,M,0
25.0,25.5,A,5,M,0
25.5,26.0,A,1,M,0
26.0,26.5,A,5,D7,2
26.5,27.0,A,5,D7,3
27.0,28.0,A,5,D7,0
28.0,30.0,A,1,M,2
30.0,31.5,A,4,M,0
31.5,32.0,A,4,M,1
32.0,33.0,A,1,M,2
33.0,34.0,A,5,D7,3
34.0,34.5,A,5,D7,1
34.5,35.5,A,5/4,M,1
35.5,36.0,A,1/4,M,1
36.0,37.0,A,4,M,0
37.0,37.5,A,2,m,0
37.5,38.0,A,5,M,0
38.0,40.0,A,5,D7,0
40.0,41.0,A,1,M,0
41.0,41.5,A,2,m,1
41.5,42.0,A,2,m,0
42.0,44.0,A,5,D7,0
44.0,46.5,A,1,M,0
46.5,47.0,A,4,M,1
47.0,47.5,A,5,M,0
47.5,48.0,A,5,D7,0
48.0,48.5,A,1,m,0
48.5,49.0,A,6,m,0
49.0,50.0,A,5,D7,0
50.0,50.5,A,1,M,0
50.5,51.5,A,4,M,0
51.5,52.0,A,1,M,0
52.0,52.5,A,7,d7,0
52.5,53.0,A,5,m,0
53.0,53.5,A,5,M,2
53.5,54.0,c#,5,D7,0
54.0,56.0,c#,1,m,0
56.0,56.5,E,7,d,1
56.5,57.0,E,7,d7,1
57.0,58.0,A,1,M,0
58.0,59.0,A,5,D7,0
59.0,59.5,E,5/5,D7,1
59.5,60.0,A,5/5,D7,1
60.0,60.5,E,5,D7,2
60.5,61.0,E,5/5,Gr+6,0
61.0,62.0,E,5,D7,0
62.0,63.0,E,1,M,0
63.0,63.5,E,2,m,1
63.5,64.0,E,2,m,0
64.0,66.0,E,5,D7,0
66.0,67.0,E,1,M,0
67.0,67.5,E,2,m,1
67.5,68.0,E,2,m,0
68.0,69.0,E,5,D7,0
69.0,69.5,E,5,M,0
69.5,70.0,E,5,D7,0
70.0,71.0,E,1,M,0
71.0,72.0,A,1,M,0
72.0,72.5,A,5/5,D7,2
72.5,73.0,A,5/5,D7,3
73.0,74.0,A,5,D7,0
74.0,75.0,A,1,M,0
75.0,76.0,A,5,D7,0
76.0,76.5,A,5,D7,1
76.5,77.0,A,5/2,D7,1
77.0,78.0,A,5,D7,1
78.0,79.0,E,2,m,1
79.0,80.0,E,1,m,1
80.0,82.0,A,5,D7,0
82.0,83.0,A,7/2,d7,0
83.0,83.5,A,6,m,0
83.5,86.0,A,2,m,0
86.0,88.0,A,5,D7,0
88.0,89.0,A,1,M,0
89.0,89.5,A,2,m,1
89.5,90.0,A,2,m,0
90.0,92.0,A,5,D7,0
92.0,94.0,A,1,M,0
