0,0.5,A-,5,D7,0
0.5,2.0,A-,5,D7,3
2.0,2.5,A-,1,D7,1
2.5,3.5,A-,5,D7,3
3.5,4.0,A-,5,D7,0
4.0,4.5,A-,7,m7,1
4.5,5.0,A-,7/5,d7,2
5.0,5.5,A-,5,D7,1
5.5,8.0,A-,5,D7,0
8.0,8.5,A-,1,M,0
8.5,9.0,A-,2,D7,0
9.0,9.5,A-,2,m7,0
9.5,10.0,A-,4,m,0
10.0,10.5,A-,1,M,0
10.5,11.0,A-,2,m7,0
11.0,11.5,A-,2,m7,1
11.5,12.0,A-,4,m,0
12.0,13.5,A-,1,M,0
13.5,14.0,A-,4,M,0
14.0,14.5,A-,2,m,1
14.5,15.5,A-,1,M,0
15.5,16.0,A-,5,M,0
16.0,16.5,c,7,d7,0
16.5,18.0,c,5,D7,2
18.0,18.5,c,5,D7,1
18.5,20.0,c,1,m,1
20.0,20.5,f,5/4,D7,1
20.5,21.0,c,4,m,0
21.0,21.5,c,6,m,0
21.5,22.0,c,4,m,0
22.0,22.5,c,2,m,1
22.5,23.0,c,5,m,2
23.0,24.5,c,5,D7,0
24.5,27.0,A-,5,D7,0
27.0,28.5,A-,1,M,0
28.5,29.0,A-,5,D7,0
29.0,30.0,A-,5,D7,3
30.0,30.5,A-,5/4,D7,3
30.5,31.0,A-,5,D7,3
31.0,32.5,A-,4,M,0
32.5,33.0,A-,4,M,1
33.0,34.5,A-,4,Gr+6,1
34.5,35.0,A-,4,M,2
35.0,36.5,A-,1,M,2
36.5,37.0,A-,1,M,1
37.0,37.5,A-,4,Gr+6,1
37.5,38.5,A-,7,Gr+6,1
38.5,39.0,A-,7,d7,1
39.0,40.5,A-,5,D7,0
40.5,41.5,A-,5,M,0
41.5,42.0,A-,5,D7,1
42.0,42.5,A-,5/5,D7,1
42.5,43.0,A-,5,D7,0
43.0,44.5,f,5,M,0
44.5,45.5,f,7,d7,0
45.5,46.5,f,5,D7,0
46.5,48.5,f,1,m,0
48.5,49.0,A-,5,M,0
49.0,49.5,A-,5/2,D7,1
49.5,50.0,A-,5/2,D7,0
50.0,50.5,b-,5/2,D7,1
50.5,51.0,A-,5,D7,0
51.0,51.5,f,2,m,0
51.5,53.5,A-,2,m,0
53.5,54.0,A-,7,d7,0
54.0,54.5,A-,7,D7,3
54.5,55.0,A-,1,M,2
55.0,57.0,A-,1,M,0
57.0,57.5,f,5,M,0
57.5,58.0,f,2-,M,0
58.0,58.5,b-,2-,M,0
58.5,59.0,b-,5,M,1
59.0,60.0,b-,1,M,1
60.0,60.5,f,4,M,1
60.5,61.0,f,1,M,1
61.0,65.0,f,5,M,1
65.0,66.5,f,5,M,0
66.5,69.0,f,1,M,0
69.0,69.5,f,4,M,0
69.5,70.5,f,4,m,0
70.5,71.0,f,5,d7,0
71.0,72.5,f,5,D7,0
72.5,73.0,A-,5,D7,0
73.0,74.0,A-,5,D7,3
74.0,74.5,A-,5,D7,0
74.5,75.0,A-,2,D7,0
75.0,75.5,A-,2,d7,0
75.5,76.0,A-,4,m,1
76.0,76.5,A-,4,m,0
76.5,77.0,A-,2,d7,1
77.0,77.5,A-,4,Gr+6,1
77.5,78.0,a-,4,Gr+6,1
78.0,78.5,A-,4,m,0
78.5,79.0,c,4,m,1
79.0,79.5,c,4,m,0
79.5,80.0,c,5,D7,0
80.0,80.5,A-,5,D7,0
80.5,81.0,D-,5,D7,1
81.0,81.5,D-,5/4,D7,1
81.5,82.0,D-,7/2,d7,1
82.0,82.5,A-,7/2,d7,1
82.5,84.5,A-,2,m,1
84.5,85.0,A-,2,m,0
85.0,86.0,A-,5,M,1
86.0,86.5,A-,7/2,d7,0
86.5,88.0,A-,2,m,0
88.0,88.5,A-,5,D7,0
88.5,89.5,A-,7/2,d7,0
89.5,90.5,A-,7/2,d7,1
90.5,92.0,A-,2,m,1
92.0,92.5,A-,7/5,d7,1
92.5,93.5,A-,1,M,0
93.5,94.0,A-,7,d7,0
94.0,94.5,A-,7/4,D7,0
94.5,95.0,A-,1,M,0
95.0,95.5,A-,4,M,0
95.5,96.5,A-,5,D7,0
96.5,98.0,A-,1,M,0
98.0,98.5,A-,1,m7,0
98.5,100.0,A-,5,D7,0
100.0,100.5,A-,1,D7,0
100.5,102.0,A-,5,D7,0
102.0,102.5,A-,1,M,1
102.5,103.0,A-,1,M,0
103.0,103.5,A-,1,M,1
103.5,104.0,A-,1,M,0
104.0,104.5,A-,5,D7,0
104.5,106.5,A-,1,M,0
