COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,22,viio43/v,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,102,viio43/v,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,6,viio43,G minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,25,viio65/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,22,18,viio65,Bb minor
"Chopin, Frédéric",Mazurkas,BI105-3,43,#viio2,F minor
"Chopin, Frédéric",Mazurkas,BI105-4,1,viio2/V,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,2,viio2/V,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,2,viio2/V,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,97,viio2/V,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,98,viio2/V,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,98,viio2/V,C# minor
"Chopin, Frédéric",Mazurkas,BI115-2,67,viio7/iii,D major
"Chopin, Frédéric",Mazurkas,BI115-4,168,#viio2/iii,B major
"Chopin, Frédéric",Mazurkas,BI145-1,56,#viio43/ii,G major
"Chopin, Frédéric",Mazurkas,BI145-1,77,#viio43/ii,G major
"Chopin, Frédéric",Mazurkas,BI145-1,79,#viio43/ii,G major
"Chopin, Frédéric",Mazurkas,BI145-1,85,#viio43/ii,G major
"Chopin, Frédéric",Mazurkas,BI153-1,48,#viio2/iii,Eb major
"Chopin, Frédéric",Mazurkas,BI153-1,56,#viio2/vi,Eb major
"Chopin, Frédéric",Mazurkas,BI153-1,64,#viio2/iii,Eb major
"Chopin, Frédéric",Mazurkas,BI153-1,72,#viio2/vi,Eb major
"Chopin, Frédéric",Mazurkas,BI153-1,106,#viio2/iii,G major
"Chopin, Frédéric",Mazurkas,BI153-1,114,#viio2/vii,G major
"Chopin, Frédéric",Mazurkas,BI153-1,122,#viio2/iii,G major
"Chopin, Frédéric",Mazurkas,BI153-1,130,#viio2/vii,G major
"Chopin, Frédéric",Mazurkas,BI153-1,177,#viio7/iii,B major
"Chopin, Frédéric",Mazurkas,BI153-1,178,#viio7/iii,B major
"Chopin, Frédéric",Mazurkas,BI153-3,179,#viio65/vi/III,C minor
"Chopin, Frédéric",Mazurkas,BI157-2,72,#viio7/iii,Ab major
"Chopin, Frédéric",Mazurkas,BI162-1,2,#viio2/iii,B major
"Chopin, Frédéric",Mazurkas,BI162-1,10,#viio2/iii,B major
"Chopin, Frédéric",Mazurkas,BI162-1,78,#viio2/iii,B major
"Chopin, Frédéric",Mazurkas,BI60-2,14,#viio65,C# minor
"Chopin, Frédéric",Mazurkas,BI60-2,62,#viio65,C# minor
"Chopin, Frédéric",Mazurkas,BI77-3,24,viio7,Ab major
"Debussy, Claude","Suite Bergamasque, L.75",1 Prelude,57,viio65/V,A major
"Debussy, Claude","Suite Bergamasque, L.75",4 Passepied,30,#viio43,F# minor
"Dvořák, Antonín","Silhouettes, Op.8",Op08 No12,69,viio65/V,C# minor
"Dvořák, Antonín","Silhouettes, Op.8",Op08 No12,71,viio65/V,C# minor
"Grieg, Edvard",Lyric Pieces,Op12 No5,6,#viio65,F# minor
"Grieg, Edvard",Lyric Pieces,Op12 No5,22,#viio65,F# minor
"Grieg, Edvard",Lyric Pieces,Op12 No5,38,#viio65,F# minor
"Grieg, Edvard",Lyric Pieces,Op38 No1,63,#viio2,G minor
"Grieg, Edvard",Lyric Pieces,Op38 No1,64,#viio2,G minor
"Grieg, Edvard",Lyric Pieces,Op38 No1,65,#viio2,G minor
"Grieg, Edvard",Lyric Pieces,Op43 No1,2,#viio7/ii,A major
"Grieg, Edvard",Lyric Pieces,Op43 No1,18,#viio7/ii,A major
"Grieg, Edvard",Lyric Pieces,Op43 No1,35,#viio7/ii,A major
"Grieg, Edvard",Lyric Pieces,Op43 No6,24,viio2,F# major
"Grieg, Edvard",Lyric Pieces,Op43 No6,30,viio7,F# major
"Grieg, Edvard",Lyric Pieces,Op43 No6,31,viio7,F# major
"Grieg, Edvard",Lyric Pieces,Op43 No6,33,viio65,F# major
"Grieg, Edvard",Lyric Pieces,Op43 No6,36,viio43,F# major
"Liszt, Franz",Années de pèlerinage,S160 1 Chapelle de Guillaume Tell,10,#viio2,E minor
"Liszt, Franz",Années de pèlerinage,S160 1 Chapelle de Guillaume Tell,58,#viio65,E minor
"Liszt, Franz",Années de pèlerinage,S161 3 Canzonetta del Salvator Rosa,28,#viio2,F# minor
"Liszt, Franz",Années de pèlerinage,S161 3 Canzonetta del Salvator Rosa,32,#viio2,F# minor
"Liszt, Franz",Années de pèlerinage,S162 2 Canzone,31,#viio2,Eb minor
"Liszt, Franz",Années de pèlerinage,S162 2 Canzone,42,#viio2,Eb minor
"Liszt, Franz",Années de pèlerinage,S162 3 Tarantella da Guillaume Louis Cottrau. Presto e canzone napolitana,271,#viio7,F minor
"Medtner, Nikolai",Tales,Op08 No1,9,#viio7,C minor
"Medtner, Nikolai",Tales,Op48 No1,473,#viio43/vi,C major
