COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,20,V7/IV,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,22,viio7/v,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,28,viio42/v,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,32,V7/IV,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,6,V42/v,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,8,V42/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,15,V42/V,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,20,viio65/v,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,22,viio43/v,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,27,viio65/v,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,29,viio65/v,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,34,V7/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,36,viio7/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,36,viio/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,37,V7/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,32,V7/V,A# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,36,V43/V,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,40,V7/V,G# major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,95,viio43/v,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,96,viio43/v,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,98,viio43/v,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,102,viio43/v,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,11,bviio6/vii,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,21,V7[no5]/V,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,9,viio7/ii,E minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,9,V7/ii,E minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,11,viio7/ii,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,13,viiø7/V,G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,25,V65/IV,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,26,viio43/v,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,28,viiø65/v,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,30,viio7/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,31,viio7/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,31,V6/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,33,viio43/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,34,viio43/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,14,V65/VI,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,16,viio7/v,G minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,18,V42/v,G minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,19,viio65/v,G minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,21,viio7/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,22,viio65/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,22,viio65/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,24,viio7/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,24,viio7/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,25,viio7/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,25,viio65/v,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,1,V7/IV,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,12,V7/IV,Eb major
