COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,30,III+6,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,7,III+6,G minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,8,III+7,A minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,9,III+6,A minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,12,III+7,D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,09,6,bIII+7,B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,09,20,bIII+,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,10,38,III+43,E minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,12,9,III+,F minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,12,13,III+6,F minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,12,17,III+6,F minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,2,III+,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,16,10,III+7,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,22,4,III+6,Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,22,21,III+65,Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,23,8,III+7,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,24,10,III+,F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,24,14,III+,B minor
"Chopin, Frédéric",Mazurkas,BI145-2,8,V+7,Ab major
"Chopin, Frédéric",Mazurkas,BI153-3,80,V+7,Bb major
"Chopin, Frédéric",Mazurkas,BI153-3,128,V+7,Bb major
"Chopin, Frédéric",Mazurkas,BI157-1,4,bVI+/III,A minor
"Chopin, Frédéric",Mazurkas,BI157-1,28,bVI+/III,A minor
"Chopin, Frédéric",Mazurkas,BI157-1,76,V+,E minor
"Chopin, Frédéric",Mazurkas,BI157-1,77,V+,E minor
"Chopin, Frédéric",Mazurkas,BI157-1,78,V+,E minor
"Chopin, Frédéric",Mazurkas,BI157-1,82,bVI+/III,G# minor
"Chopin, Frédéric",Mazurkas,BI157-1,106,bVI+/III,A minor
"Chopin, Frédéric",Mazurkas,BI157-2,5,I+,Ab major
"Chopin, Frédéric",Mazurkas,BI157-2,52,I+,Ab major
"Chopin, Frédéric",Mazurkas,BI157-2,87,I+,Ab major
"Chopin, Frédéric",Mazurkas,BI89-1,36,I+,Eb major
"Chopin, Frédéric",Mazurkas,BI89-1,44,I+,Eb major
"Chopin, Frédéric",Mazurkas,BI89-3,4,V+/IV,Ab major
"Chopin, Frédéric",Mazurkas,BI89-3,8,V+/IV,Ab major
"Chopin, Frédéric",Mazurkas,BI89-3,28,V+/IV,Ab major
"Chopin, Frédéric",Mazurkas,BI89-3,32,V+/IV,Ab major
"Debussy, Claude","Suite Bergamasque, L.75",1 Prelude,12,I+,F major
"Debussy, Claude","Suite Bergamasque, L.75",1 Prelude,14,I+,F major
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,10,III+,A minor
"Debussy, Claude","Suite Bergamasque, L.75",3 Clair,34,IV+64,Db major
"Debussy, Claude","Suite Bergamasque, L.75",3 Clair,34,V+,Db major
"Debussy, Claude","Suite Bergamasque, L.75",4 Passepied,85,V+6,F# minor
