COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,14,viio64b3,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,23,viio42,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,30,ii43,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,37,I,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,38,I,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,18,ii7,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,24,ii43,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,26,ii42,A# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,73,I,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,76,ii42,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,80,ii42[no5],C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,89,I64,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,90,I64,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,93,I64,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,94,I64,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,101,I64,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,103,I64,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,104,I,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,11,ii,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,13,I64,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,16,v,B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,35,ii7,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,39,I,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,6,ii6,E minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,6,ii65,E minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,10,ii,E minor
